epoch,mix_match_loss_epoch,mix_match_loss_step,step,test_acc,train_acc,train_loss
0,,,49,,,2.401104688644409
0,,,99,,,2.1555023193359375
0,,,149,,,2.033794641494751
0,,,199,,,1.9300638437271118
0,,,249,,,2.123629570007324
0,,,299,,,2.0706021785736084
0,,,349,,,2.0922837257385254
0,,,389,0.4083999991416931,0.25374600291252136,
1,,,399,,,1.9913791418075562
1,,,449,,,1.9445537328720093
1,,,499,,,1.892183542251587
1,,,549,,,1.818110704421997
1,,,599,,,1.7213032245635986
1,,,649,,,1.966020107269287
1,,,699,,,1.8138870000839233
1,,,749,,,1.9150711297988892
1,,,779,0.45260000228881836,0.33541667461395264,
2,,,799,,,1.8214093446731567
2,,,849,,,1.9141634702682495
2,,,899,,,1.7218198776245117
2,,,949,,,1.7398645877838135
2,,,999,,,2.001359462738037
2,,,1049,,,1.7916862964630127
2,,,1099,,,1.8496044874191284
2,,,1149,,,1.637904405593872
2,,,1169,0.5410000085830688,0.3778245151042938,
3,,,1199,,,1.9705703258514404
3,,,1249,,,1.7970768213272095
3,,,1299,,,1.815372347831726
3,,,1349,,,1.960330605506897
3,,,1399,,,1.6979018449783325
3,,,1449,,,1.7450668811798096
3,,,1499,,,1.866986632347107
3,,,1549,,,1.8064230680465698
3,,,1559,0.5540000200271606,0.4069511294364929,
4,,,1599,,,1.7494745254516602
4,,,1649,,,1.6476064920425415
4,,,1699,,,1.7565696239471436
4,,,1749,,,1.7658698558807373
4,,,1799,,,1.6442354917526245
4,,,1849,,,1.8159576654434204
4,,,1899,,,1.6805814504623413
4,,,1949,,,1.754382610321045
4,,,1949,0.6607000231742859,0.42936697602272034,
5,,,1999,,,1.8044344186782837
5,,,2049,,,1.6256654262542725
5,,,2099,,,1.697326421737671
5,,,2149,,,1.8059080839157104
5,,,2199,,,1.6480298042297363
5,,,2249,,,1.8589727878570557
5,,,2299,,,1.657728672027588
5,,,2339,0.5967000126838684,0.4466145932674408,
6,,,2349,,,1.6164500713348389
6,,,2399,,,1.705655813217163
6,,,2449,,,1.6354553699493408
6,,,2499,,,1.6150625944137573
6,,,2549,,,1.7273755073547363
6,,,2599,,,1.819437861442566
6,,,2649,,,1.6277039051055908
6,,,2699,,,1.5804095268249512
6,,,2729,0.6775000095367432,0.46089744567871094,
7,,,2749,,,1.7427868843078613
7,,,2799,,,1.6001811027526855
7,,,2849,,,1.61579167842865
7,,,2899,,,1.6175239086151123
7,,,2949,,,1.6784080266952515
7,,,2999,,,1.5707777738571167
7,,,3049,,,1.7409566640853882
7,,,3099,,,1.580510139465332
7,,,3119,0.6815000176429749,0.4716947078704834,
8,,,3149,,,1.5861603021621704
8,,,3199,,,1.7176411151885986
