train_loss1,epoch,step,train_loss2,val_acc1,val_acc2,train_acc1,train_acc2,test_acc
0.014936761930584908,0,49,0.015224562957882881,,,,,
0.013791668228805065,0,99,0.014285506680607796,,,,,
0.013731022365391254,0,149,0.014103474095463753,,,,,
0.012835538946092129,0,199,0.013853483833372593,,,,,
0.012869968079030514,0,249,0.013162868097424507,,,,,
0.012031938880681992,0,299,0.011523962020874023,,,,,
,0,311,,0.40639999508857727,0.4156999886035919,,,
,0,311,,,,0.34703025221824646,0.3452523946762085,0.4449999928474426
0.012571443803608418,1,349,0.012145822867751122,,,,,
0.013148107565939426,1,399,0.013828055933117867,,,,,
0.011686628684401512,1,449,0.012205837294459343,,,,,
0.011821347288787365,1,499,0.011482319794595242,,,,,
0.010998435318470001,1,549,0.011353041045367718,,,,,
0.010162070393562317,1,599,0.010906687937676907,,,,,
,1,623,,0.46779999136924744,0.5116000175476074,,,
,1,623,,,,0.4818960428237915,0.46782350540161133,0.5224999785423279
0.01060936413705349,2,649,0.010156846605241299,,,,,
0.009387679398059845,2,699,0.010591117665171623,,,,,
0.009727180004119873,2,749,0.009784543886780739,,,,,
0.010049870237708092,2,799,0.010207835584878922,,,,,
0.0099300192669034,2,849,0.009639624506235123,,,,,
0.010327765718102455,2,899,0.010354510508477688,,,,,
,2,935,,0.5827000141143799,0.5720000267028809,,,
,2,935,,,,0.5504056215286255,0.5417417883872986,0.6531999707221985
0.008531447499990463,3,949,0.008960583247244358,,,,,
0.008422411978244781,3,999,0.008667309768497944,,,,,
0.007749767042696476,3,1049,0.008100840263068676,,,,,
0.00841451995074749,3,1099,0.008122127503156662,,,,,
0.007666332647204399,3,1149,0.007939455099403858,,,,,
0.009919483214616776,3,1199,0.009407809004187584,,,,,
,3,1247,,0.5852000117301941,0.5814999938011169,,,
,3,1247,,,,0.5888171195983887,0.5797776579856873,0.6525999903678894
0.008637487888336182,4,1249,0.00915720034390688,,,,,
0.008293005637824535,4,1299,0.007567123975604773,,,,,
0.006770449224859476,4,1349,0.007616187445819378,,,,,
0.006559263914823532,4,1399,0.005644921213388443,,,,,
0.0075311544351279736,4,1449,0.0070494129322469234,,,,,
0.00694691576063633,4,1499,0.007028460502624512,,,,,
0.007485396694391966,4,1549,0.00782076921314001,,,,,
,4,1559,,0.6344000101089478,0.6355999708175659,,,
,4,1559,,,,0.6214192509651184,0.6116786599159241,0.7148000001907349
0.007566327694803476,5,1599,0.007825768552720547,,,,,
0.005884943064302206,5,1649,0.005637480411678553,,,,,
0.004549540113657713,5,1699,0.0055008940398693085,,,,,
0.005845034494996071,5,1749,0.006672872230410576,,,,,
0.006399495527148247,5,1799,0.006605409551411867,,,,,
0.007239776197820902,5,1849,0.007616062182933092,,,,,
,5,1871,,0.5924999713897705,0.6338000297546387,,,
,5,1871,,,,0.6396484375,0.6330879330635071,0.6559000015258789
0.006518832873553038,6,1899,0.006673149298876524,,,,,
0.006345849484205246,6,1949,0.006898649502545595,,,,,
0.0040987650863826275,6,1999,0.00456045800819993,,,,,
0.007061582989990711,6,2049,0.006722751539200544,,,,,
0.006516825873404741,6,2099,0.006723381578922272,,,,,
0.006874863523989916,6,2149,0.007498021237552166,,,,,
,6,2183,,0.621399998664856,0.6550999879837036,,,
,6,2183,,,,0.6623597741127014,0.6567758321762085,0.7197999954223633
0.005034207366406918,7,2199,0.004844182170927525,,,,,
0.005935848690569401,7,2249,0.005919440183788538,,,,,
0.00502388458698988,7,2299,0.003887268714606762,,,,,
0.006529720965772867,7,2349,0.005972110200673342,,,,,
0.004319081548601389,7,2399,0.005418497137725353,,,,,
0.0032822934444993734,7,2449,0.003103428054600954,,,,,
,7,2495,,0.6259999871253967,0.650600016117096,,,
,7,2495,,,,0.6789863705635071,0.6752804517745972,0.7080000042915344
0.0032408463302999735,8,2499,0.0029864187818020582,,,,,
0.004015997052192688,8,2549,0.003841620869934559,,,,,
0.0034496092703193426,8,2599,0.00339698838070035,,,,,
0.0034919024910777807,8,2649,0.0035196421667933464,,,,,
0.0030022270511835814,8,2699,0.0028221500106155872,,,,,
0.003045940538868308,8,2749,0.0028624702244997025,,,,,
0.003674423089250922,8,2799,0.003917053807526827,,,,,
,8,2807,,0.6689000129699707,0.6714000105857849,,,
,8,2807,,,,0.6892027258872986,0.6856470108032227,0.7648000121116638
0.0028201015666127205,9,2849,0.0027103067841380835,,,,,
0.0035087098367512226,9,2899,0.002759450813755393,,,,,
0.004183350596576929,9,2949,0.004302599932998419,,,,,
0.0037072051782160997,9,2999,0.0031618578359484673,,,,,
0.0024963461328297853,9,3049,0.002589733339846134,,,,,
0.004039047285914421,9,3099,0.004989439621567726,,,,,
,9,3119,,0.6930999755859375,0.6883000135421753,,,
,9,3119,,,,0.7012971043586731,0.6985927224159241,0.7865999937057495
0.0028516650199890137,10,3149,0.0030555834528058767,,,,,
0.004156192298978567,10,3199,0.0044340090826153755,,,,,
0.0026571457274258137,10,3249,0.0031282417476177216,,,,,
0.004395348485559225,10,3299,0.0037813906092196703,,,,,
0.0017781058559194207,10,3349,0.0016622883267700672,,,,,
0.0021257863845676184,10,3399,0.00250971969217062,,,,,
,10,3431,,0.6966000199317932,0.6884999871253967,,,
,10,3431,,,,0.7079577445983887,0.7081330418586731,0.7914999723434448
0.002528197830542922,11,3449,0.0021639647893607616,,,,,
0.0012722223764285445,11,3499,0.0012235685717314482,,,,,
0.004964821040630341,11,3549,0.004202411975711584,,,,,
0.0013299795100465417,11,3599,0.001541775418445468,,,,,
0.00304055935703218,11,3649,0.002784503623843193,,,,,
0.003262433223426342,11,3699,0.0032905747648328543,,,,,
,11,3743,,0.703000009059906,0.6963000297546387,,,
,11,3743,,,,0.7175230383872986,0.7154196500778198,0.8026000261306763
0.003739752108231187,12,3749,0.004723632242530584,,,,,
0.0027741140220314264,12,3799,0.0035629738122224808,,,,,
0.002182546304538846,12,3849,0.002127160085365176,,,,,
0.002908883150666952,12,3899,0.0032944893464446068,,,,,
