epoch,step,train_loss,val_loss,val_acc,test_acc
0,49,3.412747859954834,,,
0,99,3.1615428924560547,,,
0,149,3.0882906913757324,,,
0,199,2.9324698448181152,,,
0,249,2.7842326164245605,,,
0,299,2.7277517318725586,,,
0,349,2.8485779762268066,,,
0,389,,1.8355122804641724,0.35370001196861267,
0,389,,,,0.45100000500679016
1,399,2.662745714187622,,,
1,449,2.8557605743408203,,,
1,499,2.7443127632141113,,,
1,549,2.694941759109497,,,
1,599,2.897719383239746,,,
1,649,2.7059333324432373,,,
1,699,2.7241954803466797,,,
1,749,2.5689444541931152,,,
1,779,,1.7122405767440796,0.41600000858306885,
1,779,,,,0.5437999963760376
2,799,2.619227409362793,,,
2,849,2.718384265899658,,,
2,899,2.5974698066711426,,,
2,949,2.780752182006836,,,
2,999,2.5178756713867188,,,
2,1049,2.484452486038208,,,
2,1099,2.5653858184814453,,,
2,1149,2.622903823852539,,,
2,1169,,1.6294089555740356,0.46149998903274536,
2,1169,,,,0.6263999938964844
3,1199,2.359541893005371,,,
3,1249,2.5802645683288574,,,
3,1299,2.5045502185821533,,,
3,1349,2.4686925411224365,,,
3,1399,2.5483765602111816,,,
3,1449,2.486020565032959,,,
3,1499,2.303826332092285,,,
3,1549,2.77595591545105,,,
3,1559,,1.5899618864059448,0.4749999940395355,
3,1559,,,,0.6503000259399414
4,1599,2.5548911094665527,,,
4,1649,2.5629353523254395,,,
4,1699,2.208435297012329,,,
4,1749,2.4086689949035645,,,
4,1799,2.3103408813476562,,,
4,1849,2.639563798904419,,,
4,1899,2.26297664642334,,,
4,1949,2.4609105587005615,,,
4,1949,,1.5635758638381958,0.49880000948905945,
4,1949,,,,0.6791999936103821
5,1999,2.477452039718628,,,
5,2049,2.419398784637451,,,
5,2099,2.3698205947875977,,,
5,2149,2.1330480575561523,,,
5,2199,2.4081552028656006,,,
5,2249,2.357281446456909,,,
5,2299,2.436093807220459,,,
5,2339,,1.5283194780349731,0.5174000263214111,
5,2339,,,,0.7315999865531921
6,2349,2.2252931594848633,,,
6,2399,2.356640100479126,,,
6,2449,2.4505300521850586,,,
6,2499,2.210797071456909,,,
6,2549,2.308332681655884,,,
6,2599,2.427565574645996,,,
6,2649,2.2094321250915527,,,
6,2699,2.2437565326690674,,,
6,2729,,1.502135992050171,0.5282999873161316,
6,2729,,,,0.7426999807357788
7,2749,2.196135997772217,,,
7,2799,2.393610715866089,,,
7,2849,2.3650858402252197,,,
7,2899,2.3143863677978516,,,
7,2949,2.1747264862060547,,,
7,2999,2.4353103637695312,,,
7,3049,2.1003079414367676,,,
7,3099,2.2664523124694824,,,
7,3119,,1.49263334274292,0.5325000286102295,
7,3119,,,,0.7436000108718872
8,3149,2.4858896732330322,,,
8,3199,2.167114734649658,,,
8,3249,2.198556661605835,,,
8,3299,2.1214122772216797,,,
8,3349,2.2474417686462402,,,
8,3399,2.4463822841644287,,,
8,3449,2.2092010974884033,,,
8,3499,2.2929859161376953,,,
8,3509,,1.4829959869384766,0.5371999740600586,
8,3509,,,,0.7567999958992004
9,3549,2.250354528427124,,,
9,3599,2.313936710357666,,,
9,3649,2.1936471462249756,,,
9,3699,2.1085588932037354,,,
9,3749,2.2602925300598145,,,
9,3799,2.4609313011169434,,,
9,3849,2.1846585273742676,,,
9,3899,2.2085180282592773,,,
9,3899,,1.4659066200256348,0.5429999828338623,
9,3899,,,,0.7613999843597412
10,3949,2.780424118041992,,,
10,3999,2.4441184997558594,,,
10,4049,2.4651412963867188,,,
10,4099,2.2333216667175293,,,
10,4149,2.3438405990600586,,,
10,4199,2.5664737224578857,,,
10,4211,,,,0.801800012588501
11,4249,2.3765299320220947,,,
11,4299,2.4629015922546387,,,
11,4349,2.3525707721710205,,,
11,4399,2.5576117038726807,,,
11,4449,2.3418962955474854,,,
11,4499,1.9649007320404053,,,
11,4523,,1.505413293838501,0.5529999732971191,
11,4523,,,,0.7947999835014343
12,4549,2.446640968322754,,,
12,4599,2.387974500656128,,,
12,4649,2.383345127105713,,,
12,4699,2.448695421218872,,,
12,4749,2.380531072616577,,,
12,4799,2.211451292037964,,,
12,4835,,1.5227539539337158,0.557200014591217,
12,4835,,,,0.8100000023841858
13,4849,2.192500591278076,,,
13,4899,2.2133421897888184,,,
13,4949,2.305119514465332,,,
13,4999,2.0835671424865723,,,
13,5049,2.3150930404663086,,,
13,5099,2.0163612365722656,,,
13,5147,,1.6013845205307007,0.5547000169754028,
13,5147,,,,0.8070999979972839
14,5149,1.9298996925354004,,,
14,5199,1.9802758693695068,,,
14,5249,2.1448004245758057,,,
14,5299,2.228707790374756,,,
14,5349,2.088804244995117,,,
14,5399,2.083448886871338,,,
14,5449,1.6307008266448975,,,
14,5459,,1.6162543296813965,0.5577999949455261,
14,5459,,,,0.824999988079071
15,5499,2.034693479537964,,,
15,5549,1.8787273168563843,,,
15,5599,2.248136520385742,,,
15,5649,2.2639501094818115,,,
15,5699,2.117523670196533,,,
15,5749,2.006361246109009,,,
15,5771,,1.6648613214492798,0.5570999979972839,
15,5771,,,,0.8271999955177307
16,5799,2.2505381107330322,,,
16,5849,2.1279196739196777,,,
16,5899,2.07124662399292,,,
16,5949,2.109920024871826,,,
16,5999,2.178436040878296,,,
16,6049,2.01129150390625,,,
16,6083,,1.6687743663787842,0.5598000288009644,
16,6083,,,,0.8219000101089478
17,6099,2.251690626144409,,,
17,6149,2.192070245742798,,,
17,6199,2.272266149520874,,,
17,6249,2.1556267738342285,,,
17,6299,1.8689683675765991,,,
17,6349,2.332597494125366,,,
17,6395,,1.6778132915496826,0.559499979019165,
17,6395,,,,0.8248000144958496
18,6399,2.128753423690796,,,
18,6449,1.9336936473846436,,,
18,6499,2.2889115810394287,,,
18,6549,2.413304328918457,,,
18,6599,2.3029603958129883,,,
18,6649,2.118497371673584,,,
18,6699,2.3038434982299805,,,
18,6707,,1.701558232307434,0.5619000196456909,
18,6707,,,,0.8331000208854675
19,6749,2.2933003902435303,,,
19,6799,2.1976523399353027,,,
19,6849,2.297266960144043,,,
19,6899,2.1146240234375,,,
19,6949,2.035388946533203,,,
19,6999,2.2560534477233887,,,
19,7019,,1.6658504009246826,0.5626000165939331,
19,7019,,,,0.8409000039100647
20,7049,2.2480993270874023,,,
20,7099,2.2170023918151855,,,
20,7149,2.2905170917510986,,,
20,7199,2.3447835445404053,,,
20,7249,2.2720656394958496,,,
20,7299,2.31135630607605,,,
20,7331,,1.6883952617645264,0.5666999816894531,
20,7331,,,,0.8418999910354614
21,7349,2.183138132095337,,,
21,7399,2.3230204582214355,,,
21,7449,2.1486546993255615,,,
21,7499,2.309708595275879,,,
21,7549,2.199625015258789,,,
21,7599,2.2894363403320312,,,
21,7643,,1.7526971101760864,0.5619000196456909,
21,7643,,,,0.8338000178337097
22,7649,2.2503738403320312,,,
22,7699,2.2627627849578857,,,
22,7749,2.33646297454834,,,
22,7799,2.3699376583099365,,,
22,7849,2.3444125652313232,,,
22,7899,2.361095905303955,,,
22,7949,2.3060193061828613,,,
22,7955,,1.7115181684494019,0.567799985408783,
22,7955,,,,0.8515999913215637
23,7999,2.249483823776245,,,
23,8049,2.3900978565216064,,,
23,8099,2.158311605453491,,,
23,8149,2.260334014892578,,,
23,8199,2.2241270542144775,,,
23,8249,2.3463387489318848,,,
23,8267,,1.6898584365844727,0.5649999976158142,
23,8267,,,,0.8489999771118164
24,8299,2.328094244003296,,,
24,8349,2.109931230545044,,,
24,8399,2.1798572540283203,,,
24,8449,2.1763381958007812,,,
24,8499,2.2992937564849854,,,
24,8549,2.416781425476074,,,
24,8579,,1.742293357849121,0.5690000057220459,
24,8579,,,,0.8621000051498413
25,8599,2.3356034755706787,,,
25,8649,2.245586395263672,,,
25,8699,1.7565677165985107,,,
25,8749,2.3905832767486572,,,
25,8799,2.2123100757598877,,,
25,8849,2.3531057834625244,,,
25,8891,,1.7785605192184448,0.5753999948501587,
25,8891,,,,0.8619999885559082
26,8899,2.354039192199707,,,
26,8949,2.412879467010498,,,
26,8999,2.329620361328125,,,
26,9049,1.859633207321167,,,
26,9099,2.381334066390991,,,
26,9149,2.3731846809387207,,,
26,9199,2.1568667888641357,,,
26,9203,,1.7347335815429688,0.5758000016212463,
26,9203,,,,0.8580999970436096
27,9249,2.4796886444091797,,,
27,9299,2.1893556118011475,,,
27,9349,2.1777572631835938,,,
27,9399,2.0812923908233643,,,
27,9449,2.378485679626465,,,
27,9499,2.4000892639160156,,,
27,9515,,1.7329095602035522,0.5716000199317932,
27,9515,,,,0.8590999841690063
28,9549,2.308661937713623,,,
28,9599,2.2995707988739014,,,
28,9649,2.2437257766723633,,,
28,9699,2.256295919418335,,,
28,9749,2.244060754776001,,,
28,9799,1.9459718465805054,,,
28,9827,,1.7929328680038452,0.5751000046730042,
28,9827,,,,0.8690000176429749
29,9849,2.2284278869628906,,,
29,9899,2.375136137008667,,,
29,9949,2.1379618644714355,,,
29,9999,2.16056227684021,,,
29,10049,2.342550277709961,,,
29,10099,1.8355822563171387,,,
29,10139,,1.7936056852340698,0.5770000219345093,
29,10139,,,,0.8754000067710876
30,10149,2.332611560821533,,,
30,10199,2.1216635704040527,,,
30,10249,2.252802848815918,,,
30,10299,2.325218915939331,,,
30,10349,2.1611738204956055,,,
30,10399,2.0781407356262207,,,
30,10449,2.0753512382507324,,,
30,10451,,1.7550880908966064,0.5746999979019165,
30,10451,,,,0.8671000003814697
31,10499,1.9111263751983643,,,
31,10549,2.2961888313293457,,,
31,10599,2.123791217803955,,,
31,10649,2.195908308029175,,,
31,10699,2.0411698818206787,,,
31,10749,2.062605142593384,,,
31,10763,,1.7555344104766846,0.5759999752044678,
31,10763,,,,0.8840000033378601
32,10799,1.8269470930099487,,,
32,10849,2.173675298690796,,,
32,10899,2.3179759979248047,,,
32,10949,1.810520887374878,,,
32,10999,1.9803109169006348,,,
32,11049,2.262467384338379,,,
32,11075,,1.7874051332473755,0.5788000226020813,
32,11075,,,,0.8736000061035156
33,11099,1.767317295074463,,,
33,11149,2.316383123397827,,,
33,11199,2.326435089111328,,,
33,11249,2.0778145790100098,,,
33,11299,2.2866287231445312,,,
33,11349,2.2912590503692627,,,
33,11387,,1.7517011165618896,0.5795000195503235,
33,11387,,,,0.882099986076355
34,11399,2.268679141998291,,,
34,11449,2.0759971141815186,,,
34,11499,2.298208475112915,,,
34,11549,1.7706767320632935,,,
34,11599,1.9765052795410156,,,
34,11649,2.2035441398620605,,,
34,11699,2.0820114612579346,,,
34,11699,,1.7270945310592651,0.580299973487854,
34,11699,,,,0.8823000192642212
35,11749,2.099350690841675,,,
35,11799,1.9289250373840332,,,
35,11849,2.3414113521575928,,,
35,11899,2.0673470497131348,,,
35,11949,2.307298421859741,,,
35,11999,2.2399182319641113,,,
35,12011,,1.767689824104309,0.5813999772071838,
35,12011,,,,0.8858000040054321
36,12049,2.1532561779022217,,,
36,12099,2.300605058670044,,,
36,12149,2.281691312789917,,,
36,12199,2.1287684440612793,,,
36,12249,2.1393134593963623,,,
36,12299,1.7219429016113281,,,
36,12323,,1.7305972576141357,0.5870000123977661,
36,12323,,,,0.88919997215271
37,12349,1.9998042583465576,,,
37,12399,2.0086936950683594,,,
37,12449,1.925067663192749,,,
37,12499,2.1360135078430176,,,
37,12549,2.0716476440429688,,,
37,12599,2.09061598777771,,,
37,12635,,1.7319673299789429,0.5827000141143799,
37,12635,,,,0.8848999738693237
38,12649,1.3729349374771118,,,
38,12699,1.9796490669250488,,,
38,12749,2.2496695518493652,,,
38,12799,1.6800601482391357,,,
38,12849,1.7562282085418701,,,
38,12899,2.171543598175049,,,
38,12947,,1.7693678140640259,0.5827000141143799,
38,12947,,,,0.8891000151634216
39,12949,2.1385459899902344,,,
39,12999,2.050433874130249,,,
39,13049,2.091928243637085,,,
39,13099,1.9738121032714844,,,
39,13149,2.140714168548584,,,
39,13199,2.0113699436187744,,,
39,13249,1.7285692691802979,,,
39,13259,,1.7688422203063965,0.583299994468689,
39,13259,,,,0.886900007724762
40,13299,2.2724061012268066,,,
40,13349,2.1565232276916504,,,
40,13399,2.242189407348633,,,
40,13449,2.2746546268463135,,,
40,13499,2.0963332653045654,,,
40,13549,2.26216459274292,,,
40,13571,,1.780930519104004,0.5841000080108643,
40,13571,,,,0.8913000226020813
41,13599,2.253788471221924,,,
41,13649,2.121152400970459,,,
41,13699,2.2183263301849365,,,
41,13749,1.7104992866516113,,,
41,13799,2.0304901599884033,,,
41,13849,2.285043478012085,,,
41,13883,,1.7624611854553223,0.5834000110626221,
41,13883,,,,0.8913999795913696
42,13899,2.04746675491333,,,
42,13949,1.8970084190368652,,,
42,13999,1.503568172454834,,,
42,14049,1.8812549114227295,,,
42,14099,2.192202568054199,,,
42,14149,2.159320831298828,,,
42,14195,,1.7772479057312012,0.58160001039505,
42,14195,,,,0.8920999765396118
43,14199,2.2407941818237305,,,
43,14249,2.1846413612365723,,,
43,14299,1.874260663986206,,,
43,14349,1.9054793119430542,,,
43,14399,1.6400305032730103,,,
43,14449,2.2713167667388916,,,
43,14499,1.8262135982513428,,,
43,14507,,1.7356412410736084,0.5863000154495239,
43,14507,,,,0.8952000141143799
44,14549,1.9536547660827637,,,
44,14599,2.0025393962860107,,,
44,14649,2.1088013648986816,,,
44,14699,2.057209014892578,,,
44,14749,2.083545207977295,,,
44,14799,2.0737977027893066,,,
44,14819,,1.7547227144241333,0.5857999920845032,
44,14819,,,,0.8914999961853027
45,14849,2.184875965118408,,,
45,14899,1.9515283107757568,,,
45,14949,2.0732266902923584,,,
45,14999,2.122246026992798,,,
45,15049,2.0126073360443115,,,
45,15099,2.1657938957214355,,,
45,15131,,1.7486988306045532,0.5853000283241272,
45,15131,,,,0.8964999914169312
46,15149,2.198423385620117,,,
46,15199,2.1209630966186523,,,
46,15249,1.8605762720108032,,,
46,15299,2.1667232513427734,,,
46,15349,2.1924924850463867,,,
46,15399,1.6332471370697021,,,
46,15443,,1.73892343044281,0.5867000222206116,
46,15443,,,,0.8999999761581421
47,15449,1.9262666702270508,,,
47,15499,2.0919675827026367,,,
47,15549,2.330817222595215,,,
47,15599,1.610912561416626,,,
47,15649,2.1474783420562744,,,
47,15699,2.1323294639587402,,,
47,15749,1.8031871318817139,,,
47,15755,,1.7695740461349487,0.5873000025749207,
47,15755,,,,0.9007999897003174
48,15799,1.5949333906173706,,,
48,15849,1.8674852848052979,,,
48,15899,2.0482850074768066,,,
48,15949,1.4083002805709839,,,
48,15999,1.697360634803772,,,
48,16049,2.051710844039917,,,
48,16067,,1.7736446857452393,0.5846999883651733,
48,16067,,,,0.8895000219345093
49,16099,2.1007776260375977,,,
49,16149,1.9538050889968872,,,
49,16199,2.2003891468048096,,,
49,16249,2.1315436363220215,,,
49,16299,2.1246371269226074,,,
49,16349,1.9802488088607788,,,
49,16379,,1.7577424049377441,0.5856999754905701,
49,16379,,,,0.8917999863624573
50,16399,1.4546570777893066,,,
50,16449,2.1877987384796143,,,
50,16499,2.240450382232666,,,
50,16549,2.0890088081359863,,,
50,16599,2.1931493282318115,,,
50,16649,1.4000393152236938,,,
50,16691,,1.749617338180542,0.5838000178337097,
50,16691,,,,0.8938000202178955
51,16699,1.8272290229797363,,,
51,16749,2.0357017517089844,,,
51,16799,1.867582082748413,,,
51,16849,1.9840762615203857,,,
51,16899,1.8934898376464844,,,
51,16949,1.9892699718475342,,,
51,16999,2.2089147567749023,,,
51,17003,,1.7776027917861938,0.5849000215530396,
51,17003,,,,0.8919000029563904
52,17049,2.094792604446411,,,
52,17099,2.141225576400757,,,
52,17149,1.8461167812347412,,,
52,17199,2.0551035404205322,,,
52,17249,2.2541487216949463,,,
52,17299,2.1360719203948975,,,
52,17315,,1.749325156211853,0.5846999883651733,
52,17315,,,,0.8858000040054321
53,17349,1.9281198978424072,,,
53,17399,1.8281519412994385,,,
53,17449,1.9460899829864502,,,
53,17499,2.0494279861450195,,,
53,17549,1.9994568824768066,,,
53,17599,2.024202346801758,,,
53,17627,,1.758459210395813,0.5885000228881836,
53,17627,,,,0.8986999988555908
54,17649,1.871497392654419,,,
54,17699,2.014923334121704,,,
54,17749,2.0424957275390625,,,
54,17799,1.8158884048461914,,,
54,17849,2.1254260540008545,,,
54,17899,2.1640233993530273,,,
54,17939,,1.7514094114303589,0.5860000252723694,
54,17939,,,,0.8944000005722046
55,17949,1.6764429807662964,,,
55,17999,2.2854793071746826,,,
55,18049,1.6920026540756226,,,
55,18099,1.60398530960083,,,
55,18149,1.8920143842697144,,,
55,18199,2.223662853240967,,,
55,18249,2.0139336585998535,,,
55,18251,,1.7289626598358154,0.5898000001907349,
55,18251,,,,0.9017999768257141
56,18299,2.2279374599456787,,,
56,18349,1.879279375076294,,,
56,18399,2.0423173904418945,,,
56,18449,2.190260887145996,,,
56,18499,2.1776578426361084,,,
56,18549,2.140549659729004,,,
56,18563,,1.7793996334075928,0.5856999754905701,
56,18563,,,,0.9017999768257141
57,18599,2.065291404724121,,,
57,18649,2.089923143386841,,,
57,18699,2.1390252113342285,,,
57,18749,1.8853528499603271,,,
57,18799,2.0277090072631836,,,
57,18849,2.098975896835327,,,
57,18875,,1.7448369264602661,0.5902000069618225,
57,18875,,,,0.8985999822616577
58,18899,1.970137119293213,,,
58,18949,1.84945547580719,,,
58,18999,2.088954210281372,,,
58,19049,1.8301798105239868,,,
58,19099,1.6968708038330078,,,
58,19149,2.2017343044281006,,,
58,19187,,1.7502400875091553,0.5896000266075134,
58,19187,,,,0.9018999934196472
59,19199,2.033705711364746,,,
59,19249,1.7752728462219238,,,
59,19299,2.1518051624298096,,,
59,19349,2.2181270122528076,,,
59,19399,1.8400803804397583,,,
59,19449,1.4826489686965942,,,
59,19499,2.14513897895813,,,
59,19499,,1.7578800916671753,0.5874999761581421,
59,19499,,,,0.8999000191688538
60,19549,1.9694997072219849,,,
60,19599,2.0076851844787598,,,
60,19649,1.4020757675170898,,,
60,19699,1.961586594581604,,,
60,19749,1.9225773811340332,,,
60,19799,2.0509133338928223,,,
60,19811,,1.7183027267456055,0.5888000130653381,
60,19811,,,,0.9027000069618225
61,19849,1.1155619621276855,,,
61,19899,2.0121164321899414,,,
61,19949,2.0819315910339355,,,
61,19999,1.9992427825927734,,,
61,20049,1.912428855895996,,,
61,20099,2.129934310913086,,,
61,20123,,1.7583976984024048,0.588699996471405,
61,20123,,,,0.8992999792098999
62,20149,1.9120062589645386,,,
62,20199,1.9256348609924316,,,
62,20249,1.7729429006576538,,,
62,20299,1.9622629880905151,,,
62,20349,2.0987589359283447,,,
62,20399,1.9897929430007935,,,
62,20435,,1.765839695930481,0.5878000259399414,
62,20435,,,,0.8953999876976013
63,20449,1.9749430418014526,,,
63,20499,1.8941015005111694,,,
63,20549,2.1342501640319824,,,
63,20599,1.804567575454712,,,
63,20649,1.999863624572754,,,
63,20699,2.059019088745117,,,
63,20747,,1.752983570098877,0.5893999934196472,
63,20747,,,,0.8960000276565552
64,20749,2.1031501293182373,,,
64,20799,2.0262718200683594,,,
64,20849,1.771519660949707,,,
64,20899,2.098754405975342,,,
64,20949,1.8864986896514893,,,
64,20999,2.0344207286834717,,,
64,21049,1.763474464416504,,,
64,21059,,1.7666666507720947,0.5882999897003174,
64,21059,,,,0.9013000130653381
65,21099,1.7222707271575928,,,
65,21149,2.223762273788452,,,
65,21199,1.9790844917297363,,,
65,21249,1.9580060243606567,,,
65,21299,2.148181915283203,,,
65,21349,1.9656686782836914,,,
65,21371,,1.7602434158325195,0.5867999792098999,
65,21371,,,,0.8989999890327454
66,21399,1.6657716035842896,,,
66,21449,2.0786843299865723,,,
66,21499,1.707471489906311,,,
66,21549,2.017134428024292,,,
66,21599,2.0400619506835938,,,
66,21649,1.5833085775375366,,,
66,21683,,1.738599181175232,0.590499997138977,
66,21683,,,,0.9003999829292297
67,21699,2.0015158653259277,,,
67,21749,1.6127715110778809,,,
67,21799,1.9211773872375488,,,
67,21849,2.0116147994995117,,,
67,21899,2.125983238220215,,,
67,21949,1.778045415878296,,,
67,21995,,1.741280436515808,0.589900016784668,
67,21995,,,,0.9056000113487244
68,21999,2.014418601989746,,,
68,22049,1.954653263092041,,,
68,22099,1.361431360244751,,,
68,22149,1.842893362045288,,,
68,22199,2.139647960662842,,,
68,22249,1.9767813682556152,,,
68,22299,2.0039963722229004,,,
68,22307,,1.7489043474197388,0.5906999707221985,
68,22307,,,,0.9021000266075134
69,22349,1.4915566444396973,,,
69,22399,2.0782580375671387,,,
69,22449,1.6587507724761963,,,
69,22499,1.8303323984146118,,,
69,22549,2.04254412651062,,,
69,22599,2.133836269378662,,,
69,22619,,1.7524670362472534,0.5892999768257141,
69,22619,,,,0.9039999842643738
70,22649,2.014007568359375,,,
70,22699,1.9712098836898804,,,
70,22749,1.9212077856063843,,,
70,22799,1.8672491312026978,,,
70,22849,1.9775583744049072,,,
70,22899,1.7361503839492798,,,
70,22931,,1.7366234064102173,0.5889000296592712,
70,22931,,,,0.9085999727249146
71,22949,1.9742010831832886,,,
71,22999,2.084855079650879,,,
71,23049,2.096052646636963,,,
71,23099,1.99281907081604,,,
71,23149,1.3061351776123047,,,
71,23199,2.127640962600708,,,
71,23243,,1.7486892938613892,0.5884000062942505,
71,23243,,,,0.9063000082969666
72,23249,1.8120932579040527,,,
72,23299,1.5882270336151123,,,
72,23349,1.8106751441955566,,,
72,23399,1.8907625675201416,,,
72,23449,1.9831831455230713,,,
72,23499,1.7773902416229248,,,
72,23549,2.0754053592681885,,,
72,23555,,1.7562822103500366,0.5910000205039978,
72,23555,,,,0.9065999984741211
73,23599,1.823681354522705,,,
73,23649,1.9245152473449707,,,
73,23699,2.1445932388305664,,,
73,23749,1.440683364868164,,,
73,23799,1.8879138231277466,,,
73,23849,1.6668689250946045,,,
73,23867,,1.7585376501083374,0.5913000106811523,
73,23867,,,,0.9057999849319458
74,23899,1.7239232063293457,,,
74,23949,1.8078269958496094,,,
74,23999,2.1721792221069336,,,
74,24049,2.0927276611328125,,,
74,24099,1.856654167175293,,,
74,24149,1.9768308401107788,,,
74,24179,,1.7895355224609375,0.5914000272750854,
74,24179,,,,0.902400016784668
75,24199,1.713703989982605,,,
75,24249,1.8676846027374268,,,
75,24299,1.99652099609375,,,
75,24349,1.9621539115905762,,,
75,24399,1.2487250566482544,,,
75,24449,2.0811901092529297,,,
75,24491,,1.7667903900146484,0.5898000001907349,
75,24491,,,,0.9052000045776367
76,24499,1.737001895904541,,,
76,24549,1.4744157791137695,,,
76,24599,1.9856104850769043,,,
76,24649,2.0210299491882324,,,
76,24699,1.359800100326538,,,
76,24749,1.9674633741378784,,,
76,24799,2.054563045501709,,,
76,24803,,1.7419241666793823,0.5947999954223633,
76,24803,,,,0.9063000082969666
77,24849,1.9894628524780273,,,
77,24899,1.9999494552612305,,,
77,24949,1.996429443359375,,,
77,24999,1.7870287895202637,,,
77,25049,1.9252800941467285,,,
77,25099,2.0240700244903564,,,
77,25115,,1.749998688697815,0.5895000100135803,
77,25115,,,,0.9003999829292297
78,25149,1.9242124557495117,,,
78,25199,1.7272127866744995,,,
78,25249,2.1833181381225586,,,
78,25299,1.817836046218872,,,
78,25349,2.0801405906677246,,,
78,25399,2.083609104156494,,,
78,25427,,1.746381402015686,0.5889999866485596,
78,25427,,,,0.9049000144004822
79,25449,1.6947239637374878,,,
79,25499,1.875869870185852,,,
79,25549,1.9438517093658447,,,
79,25599,1.8303554058074951,,,
79,25649,1.8305672407150269,,,
79,25699,1.6183228492736816,,,
79,25739,,1.7837532758712769,0.5895000100135803,
79,25739,,,,0.9010999798774719
80,25749,1.8843514919281006,,,
80,25799,1.6635377407073975,,,
80,25849,1.9438350200653076,,,
80,25899,1.942861795425415,,,
80,25949,1.6198242902755737,,,
80,25999,1.9625301361083984,,,
80,26049,1.9904274940490723,,,
80,26051,,1.7595887184143066,0.5922999978065491,
80,26051,,,,0.9114999771118164
81,26099,1.3058927059173584,,,
81,26149,2.1641438007354736,,,
81,26199,1.8857477903366089,,,
81,26249,1.9437484741210938,,,
81,26299,1.6030958890914917,,,
81,26349,2.037219285964966,,,
