train_loss,epoch,step,val_loss,val_acc,train_acc,test_acc,mix_match_loss
2.0856854915618896,0,49,,,,,
1.9374797344207764,0,99,,,,,
1.7143882513046265,0,149,,,,,
1.4963852167129517,0,199,,,,,
1.5336357355117798,0,249,,,,,
1.5609263181686401,0,299,,,,,
,0,311,1.4886469841003418,0.46320000290870667,,,
,0,311,,,0.3551933169364929,0.48820000886917114,
1.6508857011795044,1,349,,,,,
1.4893101453781128,1,399,,,,,
1.506546974182129,1,449,,,,,
1.345945119857788,1,499,,,,,
1.1537591218948364,1,549,,,,,
1.165675163269043,1,599,,,,,
,1,623,1.305229663848877,0.5572999715805054,,,
,1,623,,,0.5183793902397156,0.5770000219345093,
1.2662334442138672,2,649,,,,,
1.2106560468673706,2,699,,,,,
1.3509992361068726,2,749,,,,,
1.0987333059310913,2,799,,,,,
1.074819564819336,2,849,,,,,
1.2095056772232056,2,899,,,,,
,2,935,1.1810115575790405,0.6165000200271606,,,
,2,935,,,0.6177383661270142,0.6391000151634216,
1.107076644897461,3,949,,,,,
0.987756073474884,3,999,,,,,
0.793923020362854,3,1049,,,,,
1.092029094696045,3,1099,,,,,
0.8764331340789795,3,1149,,,,,
1.116074800491333,3,1199,,,,,
,3,1247,1.4565690755844116,0.5629000067710876,,,
,3,1247,,,0.6733773946762085,0.5710999965667725,
0.755096971988678,4,1249,,,,,
0.8772250413894653,4,1299,,,,,
0.9682724475860596,4,1349,,,,,
0.7854440212249756,4,1399,,,,,
0.7192259430885315,4,1449,,,,,
0.7567208409309387,4,1499,,,,,
0.823798418045044,4,1549,,,,,
,4,1559,0.9412403106689453,0.6995000243186951,,,
,4,1559,,,0.7164212465286255,0.7315999865531921,
0.7585642337799072,5,1599,,,,,
0.8258979916572571,5,1649,,,,,
0.7192274928092957,5,1699,,,,,
0.8762221932411194,5,1749,,,,,
0.8085341453552246,5,1799,,,,,
1.0156892538070679,5,1849,,,,,
,5,1871,0.9221854209899902,0.7188000082969666,,,
,5,1871,,,0.7381811141967773,0.746999979019165,
0.6640370488166809,6,1899,,,,,
0.9254446625709534,6,1949,,,,,
0.6957290172576904,6,1999,,,,,
0.7094289064407349,6,2049,,,,,
0.7338202595710754,6,2099,,,,,
0.697833240032196,6,2149,,,,,
,6,2183,0.8115159869194031,0.7506999969482422,,,
,6,2183,,,0.7561848759651184,0.7874000072479248,
0.667351245880127,7,2199,,,,,
1.0375288724899292,7,2249,,,,,
0.7476388812065125,7,2299,,,,,
0.7018114924430847,7,2349,,,,,
0.7616469264030457,7,2399,,,,,
0.6575055718421936,7,2449,,,,,
,7,2495,0.8236359357833862,0.7444000244140625,,,
,7,2495,,,0.7740885615348816,0.782800018787384,
0.7948991060256958,8,2499,,,,,
0.7332683801651001,8,2549,,,,,
0.7262337803840637,8,2599,,,,,
0.7574142813682556,8,2649,,,,,
0.5060662031173706,8,2699,,,,,
0.6326086521148682,8,2749,,,,,
0.575994610786438,8,2799,,,,,
,8,2807,0.8760915994644165,0.7307999730110168,,,
,8,2807,,,0.7824519276618958,0.7675999999046326,
0.749416172504425,9,2849,,,,,
0.7911393046379089,9,2899,,,,,
0.7826899886131287,9,2949,,,,,
0.800016462802887,9,2999,,,,,
0.5903499126434326,9,3049,,,,,
0.7373913526535034,9,3099,,,,,
,9,3119,0.8887755870819092,0.7294999957084656,,,
,9,3119,,,0.7950471043586731,0.7702000141143799,
0.6728096008300781,10,3149,,,,,
0.5515751242637634,10,3199,,,,,
0.8127118349075317,10,3249,,,,,
0.6283103227615356,10,3299,,,,,
0.689573347568512,10,3349,,,,,
0.6665112376213074,10,3399,,,,,
,10,3431,0.7294365167617798,0.7781999707221985,,,
,10,3431,,,0.8054637312889099,0.8176000118255615,
0.533703625202179,11,3449,,,,,
0.37697234749794006,11,3499,,,,,
0.5691512823104858,11,3549,,,,,
0.7413471937179565,11,3599,,,,,
0.6887785196304321,11,3649,,,,,
0.7497520446777344,11,3699,,,,,
,11,3743,0.7562427520751953,0.772599995136261,,,
,11,3743,,,0.8074418902397156,0.8140000104904175,
0.624165415763855,12,3749,,,,,
0.8516553640365601,12,3799,,,,,
0.4613053500652313,12,3849,,,,,
0.4960686266422272,12,3899,,,,,
0.589128851890564,12,3949,,,,,
0.6753062009811401,12,3999,,,,,
0.7606045007705688,12,4049,,,,,
,12,4055,0.6837385892868042,0.7940000295639038,,,
,12,4055,,,0.8172325491905212,0.8291000127792358,
0.5540819764137268,13,4099,,,,,
0.38541918992996216,13,4149,,,,,
0.5934922099113464,13,4199,,,,,
0.7292987108230591,13,4249,,,,,
0.5035528540611267,13,4299,,,,,
0.5427858829498291,13,4349,,,,,
,13,4367,0.7014607191085815,0.7897999882698059,,,
,13,4367,,,0.8222155570983887,0.8277999758720398,
0.5919122695922852,14,4399,,,,,
0.733283519744873,14,4449,,,,,
0.4672684073448181,14,4499,,,,,
0.6872016787528992,14,4549,,,,,
0.506252646446228,14,4599,,,,,
0.6755762100219727,14,4649,,,,,
,14,4679,0.6835055947303772,0.7986999750137329,,,
,14,4679,,,0.8284755349159241,0.8353000283241272,
0.42397865653038025,15,4699,,,,,
0.6163790822029114,15,4749,,,,,
0.6696508526802063,15,4799,,,,,
0.5800873637199402,15,4849,,,,,
0.6482413411140442,15,4899,,,,,
0.6198945045471191,15,4949,,,,,
,15,4991,0.6476479172706604,0.8087999820709229,,,
,15,4991,,,0.8334835767745972,0.8521999716758728,
0.6020259261131287,16,4999,,,,,
0.5339939594268799,16,5049,,,,,
0.5560284852981567,16,5099,,,,,
0.45231661200523376,16,5149,,,,,
0.7339059710502625,16,5199,,,,,
0.6468042135238647,16,5249,,,,,
0.5190142393112183,16,5299,,,,,
,16,5303,0.784019947052002,0.767300009727478,,,
,16,5303,,,0.836838960647583,0.8079000115394592,
0.43479228019714355,17,5349,,,,,
0.431844025850296,17,5399,,,,,
0.5591598153114319,17,5449,,,,,
0.401389479637146,17,5499,,,,,
0.4489378035068512,17,5549,,,,,
0.508967399597168,17,5599,,,,,
,17,5615,0.6781381368637085,0.8023999929428101,,,
,17,5615,,,0.8405448794364929,0.8496999740600586,
0.6353123784065247,18,5649,,,,,
0.46144118905067444,18,5699,,,,,
0.5514481663703918,18,5749,,,,,
0.5081713199615479,18,5799,,,,,
0.6039323210716248,18,5849,,,,,
0.35175830125808716,18,5899,,,,,
,18,5927,0.7014793753623962,0.7922999858856201,,,
,18,5927,,,0.8439503312110901,0.8382999897003174,
0.3216506540775299,19,5949,,,,,
0.6292873620986938,19,5999,,,,,
0.3259846866130829,19,6049,,,,,
0.473265677690506,19,6099,,,,,
0.6835527420043945,19,6149,,,,,
0.516301691532135,19,6199,,,,,
,19,6239,0.6955851316452026,0.8015000224113464,,,
,19,6239,,,0.846754789352417,0.8490999937057495,
,20,6249,,,,,2.2466931343078613
,20,6299,,,,,1.82815420627594
,20,6349,,,,,1.3537482023239136
,20,6399,,,,,1.1238601207733154
,20,6449,,,,,1.1681565046310425
,20,6499,,,,,1.602583646774292
,20,6549,,,,,1.5556071996688843
,20,6565,0.8522757887840271,0.7710999846458435,,,
0.7852087020874023,20,6565,,,0.8333383202552795,0.8094000220298767,
,21,6599,,,,,0.9589508175849915
,21,6649,,,,,1.5812205076217651
,21,6699,,,,,1.6375654935836792
,21,6749,,,,,1.3241952657699585
,21,6799,,,,,1.4350098371505737
,21,6849,,,,,1.6536864042282104
,21,6886,0.7975448369979858,0.7760999798774719,,,
,21,6886,,,,0.8234999775886536,
,22,6899,,,,,1.591647982597351
,22,6949,,,,,1.0645942687988281
,22,6999,,,,,1.4254223108291626
,22,7049,,,,,1.4493988752365112
,22,7099,,,,,1.555605173110962
,22,7149,,,,,1.4151138067245483
,22,7199,,,,,1.5827592611312866
