epoch,train_loss1,step,train_loss2,val_acc2,val_acc1,train_acc1,train_acc2,test_acc
0,0.016427218914031982,49,0.016702041029930115,,,,,
0,0.01649167202413082,99,0.016180861741304398,,,,,
0,0.01670052856206894,149,0.016716107726097107,,,,,
0,0.015820365399122238,199,0.016184568405151367,,,,,
0,0.015180733986198902,249,0.015332208946347237,,,,,
0,0.014858956448733807,299,0.014421901665627956,,,,,
0,,311,,0.29989999532699585,0.3095000088214874,,,
0,,311,,,,0.2535807192325592,0.25115182995796204,0.3765999972820282
1,0.014029059559106827,349,0.013965878635644913,,,,,
1,0.01578979194164276,399,0.01608285680413246,,,,,
1,0.014026232063770294,449,0.0140873733907938,,,,,
1,0.014610642567276955,499,0.014791907742619514,,,,,
1,0.014374758116900921,549,0.014069917611777782,,,,,
1,0.01411923486739397,599,0.013701721094548702,,,,,
1,,623,,0.35339999198913574,0.3774999976158142,,,
1,,623,,,,0.3495342433452606,0.32456931471824646,0.5008999705314636
2,0.014820835553109646,649,0.014995893463492393,,,,,
2,0.013000410050153732,699,0.013502814806997776,,,,,
2,0.012877400033175945,749,0.013188696466386318,,,,,
2,0.013767040334641933,799,0.014009176753461361,,,,,
2,0.012723211199045181,849,0.01379682682454586,,,,,
2,0.0131220743060112,899,0.01338597759604454,,,,,
2,,935,,0.357699990272522,0.3928000032901764,,,
2,,935,,,,0.38784554600715637,0.36363181471824646,0.5105999708175659
3,0.013234386220574379,949,0.013691850006580353,,,,,
3,0.011412874795496464,999,0.01272513810545206,,,,,
3,0.013512605801224709,1049,0.013672390021383762,,,,,
3,0.012619695626199245,1099,0.014138519763946533,,,,,
3,0.013325326144695282,1149,0.013401702046394348,,,,,
3,0.01250747125595808,1199,0.01265648752450943,,,,,
3,,1247,,0.4163999855518341,0.40549999475479126,,,
3,,1247,,,,0.4112079441547394,0.3921774923801422,0.5266000032424927
4,0.013407807797193527,1249,0.013759695924818516,,,,,
4,0.01192464679479599,1299,0.012535460293293,,,,,
4,0.011355781927704811,1349,0.011576537974178791,,,,,
4,0.011410580947995186,1399,0.011332252994179726,,,,,
4,0.013118068687617779,1449,0.013971447944641113,,,,,
4,0.013237369246780872,1499,0.012928061187267303,,,,,
4,0.01253855973482132,1549,0.012745032086968422,,,,,
4,,1559,,0.4124999940395355,0.41620001196861267,,,
4,,1559,,,,0.43467047810554504,0.41619089245796204,0.5583999752998352
5,0.010686923749744892,1599,0.010697023011744022,,,,,
5,0.011297967284917831,1649,0.01165907271206379,,,,,
5,0.010208956897258759,1699,0.010321599431335926,,,,,
5,0.01360940933227539,1749,0.013767610304057598,,,,,
5,0.01168464682996273,1799,0.011454091407358646,,,,,
5,0.01207907497882843,1849,0.012235622853040695,,,,,
5,,1871,,0.4512999951839447,0.45669999718666077,,,
5,,1871,,,,0.44841745495796204,0.43336838483810425,0.6079000234603882
6,0.013406026177108288,1899,0.013810393400490284,,,,,
6,0.010061210952699184,1949,0.010653913021087646,,,,,
6,0.01084770355373621,1999,0.010794500820338726,,,,,
6,0.0092542115598917,2049,0.009361856617033482,,,,,
6,0.009459834545850754,2099,0.009995807893574238,,,,,
6,0.012570616789162159,2149,0.012414436787366867,,,,,
6,,2183,,0.42289999127388,0.47429999709129333,,,
6,,2183,,,,0.4610626995563507,0.4509214758872986,0.6338000297546387
7,0.011145205236971378,2199,0.011084145866334438,,,,,
7,0.009942893870174885,2249,0.010581579990684986,,,,,
7,0.009850620292127132,2299,0.010450816713273525,,,,,
7,0.010117166675627232,2349,0.01058821752667427,,,,,
7,0.008411592803895473,2399,0.008650967851281166,,,,,
7,0.009118685498833656,2449,0.008523260243237019,,,,,
7,,2495,,0.4553999900817871,0.4715000092983246,,,
7,,2495,,,,0.47561097145080566,0.46579527854919434,0.633400022983551
8,0.011290834285318851,2499,0.01165554579347372,,,,,
8,0.007694712840020657,2549,0.00784611701965332,,,,,
8,0.009715985506772995,2599,0.009865043684840202,,,,,
8,0.009161935187876225,2649,0.009536880999803543,,,,,
8,0.009333460591733456,2699,0.009603478945791721,,,,,
8,0.009066475555300713,2749,0.009780989959836006,,,,,
8,0.01159130223095417,2799,0.011349107138812542,,,,,
8,,2807,,0.43810001015663147,0.4512999951839447,,,
8,,2807,,,,0.48793068528175354,0.4777894616127014,0.6111000180244446
9,0.0079350546002388,2849,0.007989613339304924,,,,,
9,0.0112921679392457,2899,0.01117902435362339,,,,,
9,0.01054554246366024,2949,0.010222411714494228,,,,,
9,0.008775351569056511,2999,0.008385173976421356,,,,,
9,0.009657148271799088,3049,0.010948040522634983,,,,,
9,0.009315584786236286,3099,0.010399159975349903,,,,,
9,,3119,,0.49970000982284546,0.48539999127388,,,
9,,3119,,,,0.49834734201431274,0.48740485310554504,0.6833000183105469
10,0.00888457428663969,3149,0.009554548189043999,,,,,
10,0.013013724237680435,3199,0.012724364176392555,,,,,
10,0.007883282378315926,3249,0.008346298709511757,,,,,
10,0.00922333262860775,3299,0.00976734422147274,,,,,
10,0.008517666719853878,3349,0.008875679224729538,,,,,
10,0.009068191051483154,3399,0.009745771996676922,,,,,
10,,3431,,0.5055000185966492,0.5038999915122986,,,
10,,3431,,,,0.5105668902397156,0.4961688816547394,0.7057999968528748
11,0.011782350949943066,3449,0.011687671765685081,,,,,
11,0.00724059296771884,3499,0.007574042305350304,,,,,
11,0.010588515549898148,3549,0.010538944974541664,,,,,
11,0.011557335965335369,3599,0.01193885039538145,,,,,
11,0.00687019806355238,3649,0.007102601695805788,,,,,
11,0.011480046436190605,3699,0.01091567799448967,,,,,
11,,3743,,0.4968999922275543,0.5151000022888184,,,
11,,3743,,,,0.5211588740348816,0.5144481062889099,0.7080000042915344
12,0.00768113462254405,3749,0.008192514069378376,,,,,
12,0.008004196919500828,3799,0.00799146294593811,,,,,
12,0.00754887517541647,3849,0.007851989939808846,,,,,
12,0.008918873965740204,3899,0.008467242121696472,,,,,
12,0.008888175711035728,3949,0.00911310687661171,,,,,
12,0.008692145347595215,3999,0.008698888123035431,,,,,
12,0.006026520859450102,4049,0.007085774093866348,,,,,
12,,4055,,0.5123999714851379,0.5030999779701233,,,
12,,4055,,,,0.5251151919364929,0.5217598080635071,0.6872000098228455
13,0.00731403473764658,4099,0.007264983840286732,,,,,
13,0.00862299744039774,4149,0.008445796556770802,,,,,
13,0.007544476073235273,4199,0.007855157367885113,,,,,
13,0.007582392077893019,4249,0.007487716153264046,,,,,
13,0.010003674775362015,4299,0.010198053903877735,,,,,
13,0.009430930949747562,4349,0.009391017258167267,,,,,
13,,4367,,0.5324000120162964,0.5370000004768372,,,
13,,4367,,,,0.5322015285491943,0.5290464758872986,0.7602999806404114
14,0.008467667736113071,4399,0.00891510583460331,,,,,
14,0.007083574775606394,4449,0.007503167260438204,,,,,
14,0.007800774648785591,4499,0.008416612632572651,,,,,
14,0.006977907381951809,4549,0.00822101254016161,,,,,
14,0.009331071749329567,4599,0.008586953394114971,,,,,
14,0.005614848341792822,4649,0.005631646141409874,,,,,
14,,4679,,0.5303000211715698,0.5304999947547913,,,
14,,4679,,,,0.5414162874221802,0.5363331437110901,0.7567999958992004
15,0.0072677782736718655,4699,0.0075768292881548405,,,,,
15,0.00804077833890915,4749,0.008283261209726334,,,,,
15,0.007587108761072159,4799,0.007928211241960526,,,,,
15,0.006513126660138369,4849,0.006211637984961271,,,,,
15,0.008557381108403206,4899,0.008197804912924767,,,,,
15,0.009746978059411049,4949,0.010192999616265297,,,,,
15,,4991,,0.5224999785423279,0.5390999913215637,,,
15,,4991,,,,0.5466997027397156,0.5444461107254028,0.7591000199317932
16,0.007592142093926668,4999,0.008433490060269833,,,,,
16,0.0062803407199680805,5049,0.00578297721222043,,,,,
16,0.009253352880477905,5099,0.008741822093725204,,,,,
16,0.007522905711084604,5149,0.007233002223074436,,,,,
16,0.007854076102375984,5199,0.007978235371410847,,,,,
16,0.009514695964753628,5249,0.010143949650228024,,,,,
16,0.005818680860102177,5299,0.0055631971918046474,,,,,
16,,5303,,0.5336999893188477,0.5389999747276306,,,
16,,5303,,,,0.5521083474159241,0.5505558848381042,0.763700008392334
17,0.009181855246424675,5349,0.009258086793124676,,,,,
17,0.006883817259222269,5399,0.00678040599450469,,,,,
17,0.01041802391409874,5449,0.010127889923751354,,,,,
17,0.00897851400077343,5499,0.00896630808711052,,,,,
17,0.007277322933077812,5549,0.006634080782532692,,,,,
17,0.008189138025045395,5599,0.008624414913356304,,,,,
17,,5615,,0.5360999703407288,0.5389000177383423,,,
17,,5615,,,,0.5574919581413269,0.5539863705635071,0.7659000158309937
18,0.008951053023338318,5649,0.00908315647393465,,,,,
18,0.004801155999302864,5699,0.005131399258971214,,,,,
18,0.0060720075853168964,5749,0.005807153880596161,,,,,
18,0.006094056647270918,5799,0.006562830880284309,,,,,
18,0.0072311037220060825,5849,0.006974201649427414,,,,,
18,0.009084738790988922,5899,0.009717498905956745,,,,,
18,,5927,,0.5217000246047974,0.5371000170707703,,,
18,,5927,,,,0.5610977411270142,0.5568910241127014,0.7566999793052673
19,0.006049286108464003,5949,0.006384442560374737,,,,,
19,0.005899972282350063,5999,0.006426817737519741,,,,,
19,0.006299118511378765,6049,0.0064879716373980045,,,,,
19,0.007730130571871996,6099,0.008150963112711906,,,,,
19,0.00749381585046649,6149,0.00702035753056407,,,,,
19,0.006359349936246872,6199,0.006127739790827036,,,,,
19,,6239,,0.5378999710083008,0.5317999720573425,,,
19,,6239,,,,0.5631260275840759,0.5632261633872986,0.7487000226974487
20,0.06892280280590057,6249,0.06985399127006531,,,,,
20,0.06518924981355667,6299,0.06917981058359146,,,,,
20,0.06547942757606506,6349,0.06669679284095764,,,,,
20,0.06940417736768723,6399,0.06643052399158478,,,,,
20,0.07137635350227356,6449,0.07351319491863251,,,,,
20,0.06675833463668823,6499,0.06499304622411728,,,,,
20,0.08043959736824036,6549,0.08008356392383575,,,,,
20,,6551,,0.47920000553131104,0.4611000120639801,,,
20,,6551,,,,0.4712790548801422,0.4729316830635071,0.5971999764442444
21,0.07287275046110153,6599,0.07244635373353958,,,,,
21,0.09069817513227463,6649,0.08721090853214264,,,,,
21,0.0862959623336792,6699,0.09199269115924835,,,,,
21,0.07478999346494675,6749,0.07350704073905945,,,,,
21,0.09770523756742477,6799,0.09898488968610764,,,,,
21,0.07890889793634415,6849,0.08245163410902023,,,,,
21,,6863,,0.4878999888896942,0.49470001459121704,,,
21,,6863,,,,0.5024539232254028,0.5032301545143127,0.6762999892234802
22,0.08764566481113434,6899,0.08537179231643677,,,,,
22,0.08535069227218628,6949,0.08985816687345505,,,,,
22,0.08976965397596359,6999,0.0874326154589653,,,,,
22,0.13446664810180664,7049,0.12464305013418198,,,,,
22,0.09332378208637238,7099,0.10172190517187119,,,,,
22,0.07111065834760666,7149,0.07119312137365341,,,,,
22,,7175,,0.5291000008583069,0.5209000110626221,,,
22,,7175,,,,0.5134965777397156,0.5125450491905212,0.7246000170707703
23,0.07741369307041168,7199,0.08109503239393234,,,,,
23,0.10028676688671112,7249,0.09642843157052994,,,,,
23,0.10737474262714386,7299,0.09812318533658981,,,,,
23,0.10059838742017746,7349,0.10653524845838547,,,,,
23,0.1265801340341568,7399,0.12053149193525314,,,,,
23,0.14617092907428741,7449,0.17202693223953247,,,,,
23,,7487,,0.501800000667572,0.5116000175476074,,,
23,,7487,,,,0.5215344429016113,0.5234875679016113,0.7042999863624573
24,0.08410795032978058,7499,0.08505707234144211,,,,,
24,0.13742807507514954,7549,0.14925727248191833,,,,,
24,0.13580632209777832,7599,0.12879833579063416,,,,,
24,0.08764137327671051,7649,0.08588601648807526,,,,,
24,0.10914059728384018,7699,0.11271606385707855,,,,,
24,0.08608239889144897,7749,0.07781393826007843,,,,,
24,0.0953880101442337,7799,0.09406728297472,,,,,
24,,7799,,0.5048999786376953,0.519599974155426,,,
24,,7799,,,,0.5255408883094788,0.5257912874221802,0.7282999753952026
25,0.09480401128530502,7849,0.09643861651420593,,,,,
25,0.10154261440038681,7899,0.10090376436710358,,,,,
25,0.07864300161600113,7949,0.07366534322500229,,,,,
25,0.09610376507043839,7999,0.09717162698507309,,,,,
25,0.08838678896427155,8049,0.08332747220993042,,,,,
25,0.1308000236749649,8099,0.1320638209581375,,,,,
25,,8111,,0.5223000049591064,0.5235999822616577,,,
25,,8111,,,,0.5331029891967773,0.5319260954856873,0.7516999840736389
26,0.12671151757240295,8149,0.11859054118394852,,,,,
26,0.12827983498573303,8199,0.12520983815193176,,,,,
26,0.0919443741440773,8249,0.08970243483781815,,,,,
26,0.1139148622751236,8299,0.11277971416711807,,,,,
26,0.17729833722114563,8349,0.17101256549358368,,,,,
26,0.1222558319568634,8399,0.13575802743434906,,,,,
26,,8423,,0.5278000235557556,0.5236999988555908,,,
26,,8423,,,,0.5372095108032227,0.5364332795143127,0.7508999705314636
27,0.18046420812606812,8449,0.18338686227798462,,,,,
27,0.09533311426639557,8499,0.09158796072006226,,,,,
27,0.1246827021241188,8549,0.12957730889320374,,,,,
27,0.09289364516735077,8599,0.09272447973489761,,,,,
27,0.12924423813819885,8649,0.1218394935131073,,,,,
27,0.09105612337589264,8699,0.08865678310394287,,,,,
27,,8735,,0.5235000252723694,0.5282999873161316,,,
27,,8735,,,,0.5402894616127014,0.5405899286270142,0.7512000203132629
28,0.09776923805475235,8749,0.09937548637390137,,,,,
28,0.1020534411072731,8799,0.10986620932817459,,,,,
28,0.084975466132164,8849,0.0953122153878212,,,,,
28,0.14755401015281677,8899,0.13868263363838196,,,,,
28,0.11097139120101929,8949,0.1081869974732399,,,,,
28,0.12415245175361633,8999,0.12499889731407166,,,,,
28,,9047,,0.5374000072479248,0.5383999943733215,,,
28,,9047,,,,0.5485526919364929,0.5429186820983887,0.765500009059906
29,0.1357588917016983,9049,0.1318703293800354,,,,,
29,0.08098361641168594,9099,0.0850222036242485,,,,,
29,0.1340516209602356,9149,0.14758938550949097,,,,,
29,0.15739059448242188,9199,0.1610143482685089,,,,,
29,0.1319308876991272,9249,0.1394280344247818,,,,,
29,0.15674452483654022,9299,0.1606236845254898,,,,,
29,0.09706354141235352,9349,0.08994073420763016,,,,,
29,,9359,,0.5266000032424927,0.5378999710083008,,,
29,,9359,,,,0.5457481741905212,0.5433443784713745,0.7616999745368958
30,0.14884468913078308,9399,0.14689265191555023,,,,,
30,0.11832917481660843,9449,0.12677793204784393,,,,,
30,0.14011012017726898,9499,0.1313900500535965,,,,,
30,0.21659813821315765,9549,0.21727286279201508,,,,,
30,0.10918714106082916,9599,0.09787105023860931,,,,,
30,0.10914666950702667,9649,0.11661887168884277,,,,,
30,,9671,,0.5378000140190125,0.5435000061988831,,,
30,,9671,,,,0.5508313179016113,0.5490284562110901,0.7766000032424927
31,0.1045001745223999,9699,0.10716774314641953,,,,,
31,0.14183279871940613,9749,0.1355837732553482,,,,,
31,0.26149824261665344,9799,0.2576765716075897,,,,,
31,0.20237071812152863,9849,0.20205530524253845,,,,,
31,0.09161468595266342,9899,0.09283134341239929,,,,,
31,0.12205269932746887,9949,0.127352774143219,,,,,
31,,9983,,0.5424000024795532,0.5354999899864197,,,
31,,9983,,,,0.5536108016967773,0.5527594089508057,0.7767000198364258
32,0.1389559507369995,9999,0.13885152339935303,,,,,
32,0.1209750548005104,10049,0.10789651423692703,,,,,
32,0.10685000568628311,10099,0.09804712980985641,,,,,
32,0.09850172698497772,10149,0.09676870703697205,,,,,
32,0.16370096802711487,10199,0.1494070589542389,,,,,
32,0.18993020057678223,10249,0.17353223264217377,,,,,
32,,10295,,0.5411999821662903,0.5464000105857849,,,
32,,10295,,,,0.5539613366127014,0.5513321161270142,0.7838000059127808
33,0.1977149248123169,10299,0.18771569430828094,,,,,
33,0.13276579976081848,10349,0.12895822525024414,,,,,
33,0.156462162733078,10399,0.17993256449699402,,,,,
33,0.1683397889137268,10449,0.16538941860198975,,,,,
33,0.17634974420070648,10499,0.1729767769575119,,,,,
33,0.12729474902153015,10549,0.1233149990439415,,,,,
