epoch,step,test_acc,train_acc,train_loss
0,49,,,2.075709342956543
0,99,,,1.9335052967071533
0,149,,,1.7796720266342163
0,199,,,1.9628227949142456
0,249,,,1.7344053983688354
0,299,,,1.7585797309875488
0,349,,,1.760422706604004
0,389,0.4887999892234802,0.3756009638309479,
1,399,,,1.62473464012146
1,449,,,1.7252788543701172
1,499,,,1.6168204545974731
1,549,,,1.6009998321533203
1,599,,,1.6291148662567139
1,649,,,1.4334806203842163
1,699,,,1.5434280633926392
1,749,,,1.483699083328247
1,779,0.5871999859809875,0.5323116779327393,
2,799,,,1.4869797229766846
2,849,,,1.58927583694458
2,899,,,1.4616529941558838
2,949,,,1.3517355918884277
2,999,,,1.336719274520874
2,1049,,,1.4699842929840088
2,1099,,,1.4010249376296997
2,1149,,,1.2112230062484741
2,1169,0.6775000095367432,0.6061698794364929,
3,1199,,,1.3677664995193481
3,1249,,,1.241358995437622
3,1299,,,1.356630802154541
3,1349,,,1.2432711124420166
3,1399,,,1.3147934675216675
3,1449,,,1.2265963554382324
3,1499,,,1.2831594944000244
3,1549,,,1.2195243835449219
3,1559,0.6973999738693237,0.6602563858032227,
4,1599,,,1.1633765697479248
4,1649,,,1.3160675764083862
4,1699,,,1.2459880113601685
4,1749,,,1.1773723363876343
4,1799,,,1.3267934322357178
4,1849,,,1.2995541095733643
4,1899,,,1.18681800365448
4,1949,,,1.2588011026382446
4,1949,0.7361000180244446,0.6935496926307678,
5,1999,,,1.205957293510437
5,2049,,,1.11177659034729
5,2099,,,1.10606050491333
5,2149,,,1.1381969451904297
5,2199,,,1.0214797258377075
5,2249,,,1.0565770864486694
5,2299,,,1.1595309972763062
5,2339,0.7681999802589417,0.7182091474533081,
6,2349,,,1.0759830474853516
6,2399,,,1.095752477645874
6,2449,,,1.0747454166412354
6,2499,,,1.023716926574707
6,2549,,,0.9898623824119568
6,2599,,,0.9680371880531311
6,2649,,,1.0191646814346313
6,2699,,,1.0513185262680054
6,2729,0.798799991607666,0.737419843673706,
7,2749,,,0.9953028559684753
7,2799,,,1.0834461450576782
7,2849,,,0.8591703176498413
7,2899,,,0.9407405853271484
7,2949,,,0.9998029470443726
7,2999,,,0.9983116984367371
7,3049,,,0.943659782409668
7,3099,,,0.8068995475769043
7,3119,0.7954999804496765,0.7497195601463318,
8,3149,,,0.9336556196212769
8,3199,,,0.9570723176002502
8,3249,,,0.9778825640678406
8,3299,,,0.9840686917304993
8,3349,,,1.0446873903274536
8,3399,,,0.986007809638977
8,3449,,,0.8801296949386597
8,3499,,,0.9258114099502563
8,3509,0.8144999742507935,0.7644631266593933,
9,3549,,,1.0671495199203491
9,3599,,,0.9800692796707153
9,3649,,,0.9922537803649902
9,3699,,,0.8622179627418518
9,3749,,,0.8323864936828613
9,3799,,,0.9729951024055481
9,3849,,,0.9710733294487
9,3899,,,0.8725335597991943
9,3899,0.7973999977111816,0.7734375,
10,3949,,,0.7893067598342896
10,3999,,,0.7599104046821594
10,4049,,,0.8480809926986694
10,4099,,,1.0044726133346558
10,4149,,,0.8487513065338135
10,4199,,,1.0481985807418823
10,4249,,,0.8600596189498901
10,4289,0.8281000256538391,0.7825520634651184,
11,4299,,,0.8324295282363892
11,4349,,,0.836627721786499
11,4399,,,0.8391276001930237
11,4449,,,0.901085376739502
11,4499,,,0.9548693299293518
11,4549,,,0.8016658425331116
11,4599,,,0.9334360957145691
11,4649,,,0.8785061836242676
11,4679,0.8521999716758728,0.7936097979545593,
12,4699,,,0.8383907079696655
12,4749,,,0.931634783744812
12,4799,,,0.9356623291969299
12,4849,,,0.860275149345398
12,4899,,,0.7105782628059387
12,4949,,,0.7790126800537109
12,4999,,,0.7290588021278381
12,5049,,,0.7856571078300476
12,5069,0.8447999954223633,0.7970953583717346,
13,5099,,,0.8257395625114441
13,5149,,,0.8135182857513428
13,5199,,,0.7548708915710449
13,5249,,,0.8172969818115234
13,5299,,,0.6456281542778015
13,5349,,,0.8102909326553345
13,5399,,,0.7821094393730164
13,5449,,,0.7627971172332764
13,5459,0.830299973487854,0.8055087924003601,
14,5499,,,0.7389474511146545
14,5549,,,0.6638748645782471
14,5599,,,0.7008377313613892
14,5649,,,0.6885824203491211
14,5699,,,0.869584321975708
14,5749,,,0.68984454870224
14,5799,,,0.8324926495552063
14,5849,,,0.7847265005111694
14,5849,0.8655999898910522,0.8111979365348816,
15,5899,,,0.7077760100364685
15,5949,,,0.789017915725708
15,5999,,,0.7836727499961853
15,6049,,,0.806545615196228
15,6099,,,0.7734559774398804
15,6149,,,0.7178716063499451
15,6199,,,0.7563950419425964
15,6239,0.847100019454956,0.8164463043212891,
16,6249,,,0.8675856590270996
16,6299,,,0.8133298754692078
16,6349,,,0.8152751922607422
16,6399,,,0.6533257365226746
16,6449,,,0.6159453988075256
16,6499,,,0.6959435343742371
16,6549,,,0.7370856404304504
16,6599,,,0.7563217282295227
16,6629,0.8381999731063843,0.8227964639663696,
17,6649,,,0.8307119011878967
17,6699,,,0.7519562840461731
17,6749,,,0.6770232915878296
17,6799,,,0.776204526424408
17,6849,,,0.6985811591148376
17,6899,,,0.8044511675834656
17,6949,,,0.8460151553153992
17,6999,,,0.7618768215179443
17,7019,0.8646000027656555,0.8228766322135925,
18,7049,,,0.6922896504402161
18,7099,,,0.7187222838401794
18,7149,,,0.8479730486869812
18,7199,,,0.7146351337432861
18,7249,,,0.6952434778213501
18,7299,,,0.7329039573669434
18,7349,,,0.8059021234512329
18,7399,,,0.6502567529678345
18,7409,0.8450000286102295,0.8308693766593933,
19,7449,,,0.6343646049499512
19,7499,,,0.5544360876083374
19,7549,,,0.7081029415130615
19,7599,,,0.8018472194671631
19,7649,,,0.615092396736145
19,7699,,,0.6821325421333313
19,7749,,,0.8699867129325867
19,7799,,,0.668674111366272
19,7799,0.8608999848365784,0.8355769515037537,
20,7849,,,0.7475069165229797
20,7899,,,0.6388552784919739
20,7949,,,0.7027163505554199
20,7999,,,0.7518463134765625
20,8049,,,0.5784171223640442
20,8099,,,0.6005556583404541
20,8149,,,0.7460771799087524
20,8189,0.8529000282287598,0.8379206657409668,
21,8199,,,0.6370852589607239
21,8249,,,0.7454267144203186
21,8299,,,0.6846691966056824
21,8349,,,0.6203999519348145
21,8399,,,0.5713687539100647
21,8449,,,0.528714120388031
21,8499,,,0.7423508167266846
21,8549,,,0.5434285998344421
21,8579,0.8654000163078308,0.8416065573692322,
22,8599,,,0.7478471994400024
22,8649,,,0.6904657483100891
22,8699,,,0.7541142106056213
22,8749,,,0.6093001961708069
22,8799,,,0.6418523788452148
22,8849,,,0.6086032390594482
22,8899,,,0.7367109656333923
22,8949,,,0.702170193195343
22,8969,0.881600022315979,0.843589723110199,
23,8999,,,0.7621973752975464
23,9049,,,0.7901196479797363
23,9099,,,0.6468701362609863
23,9149,,,0.7324188947677612
23,9199,,,0.6685770153999329
23,9249,,,0.5967211723327637
23,9299,,,0.5673310160636902
23,9349,,,0.5207610726356506
23,9359,0.8485000133514404,0.8493189215660095,
24,9399,,,0.6503714323043823
24,9449,,,0.5933648347854614
24,9499,,,0.6214441061019897
24,9549,,,0.5834304690361023
24,9599,,,0.5723076462745667
24,9649,,,0.551611065864563
24,9699,,,0.6321271061897278
24,9749,,,0.6869174242019653
24,9749,0.8722000122070312,0.8488381505012512,
25,9799,,,0.5078648924827576
25,9849,,,0.6415716409683228
25,9899,,,0.5766622424125671
25,9949,,,0.6633438467979431
25,9999,,,0.7278698682785034
25,10049,,,0.6237938404083252
25,10099,,,0.5230106115341187
25,10139,0.8712000250816345,0.8540264368057251,
26,10149,,,0.7636445760726929
26,10199,,,0.6606866717338562
26,10249,,,0.4896443486213684
26,10299,,,0.6559642553329468
26,10349,,,0.655769407749176
26,10399,,,0.5226227641105652
26,10449,,,0.7350566983222961
26,10499,,,0.6297723650932312
26,10529,0.8823999762535095,0.8562299609184265,
27,10549,,,0.3837916851043701
27,10599,,,0.6593778133392334
27,10649,,,0.6509509086608887
27,10699,,,0.7420361042022705
27,10749,,,0.5936344861984253
27,10799,,,0.7154695987701416
27,10849,,,0.6253160238265991
27,10899,,,0.6403070688247681
27,10919,0.8931000232696533,0.8586738705635071,
28,10949,,,0.7809435129165649
28,10999,,,0.660896897315979
28,11049,,,0.5710633397102356
28,11099,,,0.5007684826850891
28,11149,,,0.6563501358032227
28,11199,,,0.5367076396942139
28,11249,,,0.6207989454269409
28,11299,,,0.6287672519683838
28,11309,0.8808000087738037,0.8604567050933838,
29,11349,,,0.7083466649055481
29,11399,,,0.5828860402107239
29,11449,,,0.3408537805080414
29,11499,,,0.5726736783981323
29,11549,,,0.6377989649772644
29,11599,,,0.5951713919639587
29,11649,,,0.6092640161514282
29,11699,,,0.5670979619026184
29,11699,0.8808000087738037,0.8645032048225403,
30,11749,,,0.6138622760772705
30,11799,,,0.5048373341560364
30,11849,,,0.6414837837219238
30,11899,,,0.5931794047355652
30,11949,,,0.5718977451324463
30,11999,,,0.5772968530654907
30,12049,,,0.48276257514953613
30,12089,0.9079999923706055,0.8853565454483032,
31,12099,,,0.5377472639083862
31,12149,,,0.630567193031311
31,12199,,,0.4555993974208832
31,12249,,,0.49535101652145386
31,12299,,,0.5196056962013245
31,12349,,,0.5656359195709229
31,12399,,,0.6449369192123413
31,12449,,,0.4859350323677063
31,12479,0.9090999960899353,0.8914262652397156,
32,12499,,,0.4901101291179657
32,12549,,,0.5131610035896301
32,12599,,,0.3354758620262146
32,12649,,,0.5108871459960938
32,12699,,,0.49654537439346313
32,12749,,,0.556987464427948
32,12799,,,0.40990471839904785
32,12849,,,0.45374947786331177
32,12869,0.9089999794960022,0.8941506147384644,
33,12899,,,0.6122899055480957
33,12949,,,0.42640408873558044
33,12999,,,0.5788823366165161
33,13049,,,0.5343997478485107
33,13099,,,0.4334425926208496
33,13149,,,0.4615783095359802
33,13199,,,0.47260767221450806
33,13249,,,0.48151639103889465
33,13259,0.9099000096321106,0.8959335088729858,
34,13299,,,0.5704547166824341
34,13349,,,0.4807664453983307
34,13399,,,0.5413953065872192
34,13449,,,0.489698201417923
34,13499,,,0.43584951758384705
34,13549,,,0.4857442378997803
34,13599,,,0.7514996528625488
34,13649,,,0.5411338806152344
34,13649,0.9133999943733215,0.8973557949066162,
35,13699,,,0.4847104251384735
35,13749,,,0.6161958575248718
35,13799,,,0.6599452495574951
35,13849,,,0.6200955510139465
35,13899,,,0.516698956489563
35,13949,,,0.4632109999656677
35,13999,,,0.3750230371952057
35,14039,0.9117000102996826,0.8981370329856873,
36,14049,,,0.4638862609863281
36,14099,,,0.4136594235897064
36,14149,,,0.4998878836631775
36,14199,,,0.47846123576164246
36,14249,,,0.4060901999473572
36,14299,,,0.5394213795661926
36,14349,,,0.48947927355766296
36,14399,,,0.535876989364624
36,14429,0.9129999876022339,0.8997395634651184,
37,14449,,,0.4932050406932831
37,14499,,,0.45440182089805603
37,14549,,,0.4700952470302582
37,14599,,,0.6320012807846069
37,14649,,,0.5078803300857544
37,14699,,,0.520366907119751
37,14749,,,0.5630428194999695
37,14799,,,0.6923357248306274
37,14819,0.9107999801635742,0.9006009697914124,
38,14849,,,0.45264559984207153
38,14899,,,0.5081478357315063
38,14949,,,0.5702314972877502
38,14999,,,0.3999629318714142
38,15049,,,0.5915350914001465
38,15099,,,0.33140233159065247
38,15149,,,0.4807644486427307
38,15199,,,0.5208907723426819
38,15209,0.9104999899864197,0.9018028974533081,
39,15249,,,0.4744284152984619
39,15299,,,0.5327489376068115
39,15349,,,0.6886487603187561
39,15399,,,0.6091544032096863
39,15449,,,0.48434576392173767
39,15499,,,0.42805495858192444
39,15549,,,0.4378938674926758
39,15599,,,0.4621712565422058
39,15599,0.909600019454956,0.9038060903549194,
40,15649,,,0.453103631734848
40,15699,,,0.5994018912315369
40,15749,,,0.5888884663581848
40,15799,,,0.3817582130432129
40,15849,,,0.40470436215400696
40,15899,,,0.594879686832428
40,15949,,,0.3395211100578308
40,15989,0.907800018787384,0.9034655690193176,
41,15999,,,0.40774884819984436
41,16049,,,0.4477790892124176
41,16099,,,0.4514690637588501
41,16149,,,0.3878036439418793
41,16199,,,0.5726274847984314
41,16249,,,0.49788886308670044
41,16299,,,0.5157670974731445
41,16349,,,0.5199708938598633
41,16379,0.9083999991416931,0.9041466116905212,
42,16399,,,0.48359718918800354
42,16449,,,0.5038081407546997
42,16499,,,0.3695582449436188
42,16549,,,0.3202708959579468
42,16599,,,0.5298041105270386
42,16649,,,0.508796215057373
42,16699,,,0.518722653388977
42,16749,,,0.37584903836250305
42,16769,0.9096999764442444,0.9053285121917725,
43,16799,,,0.41401219367980957
43,16849,,,0.5635340809822083
43,16899,,,0.6180843114852905
43,16949,,,0.5225826501846313
43,16999,,,0.4971785545349121
43,17049,,,0.47663614153862
43,17099,,,0.6200740933418274
43,17149,,,0.5668917298316956
43,17159,0.9096999764442444,0.9055488705635071,
44,17199,,,0.3183932304382324
44,17249,,,0.47632309794425964
44,17299,,,0.4921923279762268
44,17349,,,0.5343645215034485
44,17399,,,0.4903920590877533
44,17449,,,0.36941948533058167
44,17499,,,0.4716322422027588
44,17549,,,0.43851038813591003
44,17549,0.9107000231742859,0.9068710207939148,
45,17599,,,0.5414590239524841
45,17649,,,0.4910368025302887
45,17699,,,0.4119333326816559
45,17749,,,0.5347104072570801
45,17799,,,0.49363285303115845
45,17849,,,0.5593100190162659
45,17899,,,0.4669894874095917
45,17939,0.9085000157356262,0.9079126715660095,
46,17949,,,0.4892815351486206
46,17999,,,0.4108489751815796
46,18049,,,0.42990177869796753
46,18099,,,0.3636513352394104
46,18149,,,0.489845871925354
46,18199,,,0.6269018054008484
46,18249,,,0.3923492133617401
46,18299,,,0.5301483273506165
46,18329,0.9079999923706055,0.9084334969520569,
47,18349,,,0.38454025983810425
47,18399,,,0.5345674753189087
47,18449,,,0.5198586583137512
47,18499,,,0.4988662600517273
47,18549,,,0.536819338798523
47,18599,,,0.39887404441833496
47,18649,,,0.6103025078773499
47,18699,,,0.4671887755393982
47,18719,0.9079999923706055,0.909375011920929,
48,18749,,,0.5004940629005432
48,18799,,,0.4077959954738617
48,18849,,,0.5854308605194092
48,18899,,,0.3491825759410858
48,18949,,,0.537124514579773
48,18999,,,0.326255738735199
48,19049,,,0.3750722110271454
48,19099,,,0.5483796000480652
48,19109,0.9092000126838684,0.9092147350311279,
49,19149,,,0.444609135389328
49,19199,,,0.5180662274360657
49,19249,,,0.4379681944847107
49,19299,,,0.3731677234172821
49,19349,,,0.4300273358821869
49,19399,,,0.4611953794956207
49,19449,,,0.5323194861412048
