train_loss1,step,train_loss2,epoch,test_acc,train_acc1,train_acc2
0.014399607665836811,49,0.014257928356528282,0,,,
0.014469076879322529,99,0.014644693583250046,0,,,
0.012630636803805828,149,0.013137835077941418,0,,,
0.012414523400366306,199,0.012578600086271763,0,,,
0.011176392436027527,249,0.011921579018235207,0,,,
0.012407822534441948,299,0.012700116261839867,0,,,
0.010924732312560081,349,0.011190495453774929,0,,,
,389,,0,0.45509999990463257,0.3880208432674408,0.3883814215660095
0.010373705998063087,399,0.010330633260309696,1,,,
0.009970411658287048,449,0.009110316634178162,1,,,
0.008189479820430279,499,0.008952771313488483,1,,,
0.01031721755862236,549,0.009828366339206696,1,,,
0.00938697624951601,599,0.009501603431999683,1,,,
0.007909470237791538,649,0.00755110289901495,1,,,
0.0083553371950984,699,0.007407329510897398,1,,,
0.0072250450029969215,749,0.0069511281326413155,1,,,
,779,,1,0.6047000288963318,0.5669671297073364,0.5754006505012512
0.007300922647118568,799,0.008072652854025364,2,,,
0.006142591126263142,849,0.006023549009114504,2,,,
0.006800326053053141,899,0.00710710696876049,2,,,
0.0077100517228245735,949,0.007493636570870876,2,,,
0.007505457382649183,999,0.00755961611866951,2,,,
0.007462868932634592,1049,0.006719109136611223,2,,,
0.00795857235789299,1099,0.007657697889953852,2,,,
0.006119206082075834,1149,0.005681638140231371,2,,,
,1169,,2,0.6729999780654907,0.6571915149688721,0.6668068766593933
0.005162325222045183,1199,0.005445800255984068,3,,,
0.0063670058734714985,1249,0.005244359839707613,3,,,
0.004438518080860376,1299,0.0049757398664951324,3,,,
0.005181315820664167,1349,0.00490358704701066,3,,,
0.004440672695636749,1399,0.0037182015366852283,3,,,
0.006259134039282799,1449,0.005327424965798855,3,,,
0.0033528620842844248,1499,0.003027011174708605,3,,,
0.003804371925070882,1549,0.003828569082543254,3,,,
,1559,,3,0.6949999928474426,0.7116186022758484,0.7265224456787109
0.00440328661352396,1599,0.0035121196415275335,4,,,
0.004490130115300417,1649,0.004738063085824251,4,,,
0.004016894847154617,1699,0.0039904434233903885,4,,,
0.0048563797026872635,1749,0.004549507983028889,4,,,
0.003436411265283823,1799,0.0033152452670037746,4,,,
0.004701407626271248,1849,0.0045224931091070175,4,,,
0.004591828212141991,1899,0.003682201262563467,4,,,
0.004002576693892479,1949,0.003296742681413889,4,,,
,1949,,4,0.7354999780654907,0.7529447078704834,0.7611178159713745
0.0029048442374914885,1999,0.002510619815438986,5,,,
0.0029856888577342033,2049,0.0030945995822548866,5,,,
0.002990218112245202,2099,0.002700436394661665,5,,,
0.0031608580611646175,2149,0.00422943290323019,5,,,
0.004186479840427637,2199,0.0033308593556284904,5,,,
0.0032944295089691877,2249,0.002907754387706518,5,,,
0.0046458858996629715,2299,0.004745443817228079,5,,,
,2339,,5,0.7932999730110168,0.7808092832565308,0.7795272469520569
0.0018929261714220047,2349,0.002317007165402174,6,,,
0.0018305947305634618,2399,0.0024652474094182253,6,,,
0.0031129096169024706,2449,0.00365342921577394,6,,,
0.0030425027944147587,2499,0.0028833153191953897,6,,,
0.0032987166196107864,2549,0.0036015084479004145,6,,,
0.0023129419423639774,2599,0.0030673614237457514,6,,,
0.0020331465639173985,2649,0.0013896231539547443,6,,,
0.003455291735008359,2699,0.0028230035677552223,6,,,
,2729,,6,0.7857000231742859,0.7993589639663696,0.7996394038200378
0.0012073060497641563,2749,0.0016545018879696727,7,,,
0.0012612156569957733,2799,0.0012727753492072225,7,,,
0.002966358093544841,2849,0.0025316562969237566,7,,,
0.0023508877493441105,2899,0.0020244610495865345,7,,,
0.0011593587696552277,2949,0.0013640784891322255,7,,,
0.0018821737030521035,2999,0.0017458935035392642,7,,,
0.0012673133751377463,3049,0.0014545433223247528,7,,,
0.004139239899814129,3099,0.0030669423285871744,7,,,
,3119,,7,0.8187000155448914,0.8089944124221802,0.8134615421295166
0.0018560116877779365,3149,0.0018997989827767015,8,,,
0.0009524304186925292,3199,0.0011573473457247019,8,,,
0.0013306820765137672,3249,0.0015578747261315584,8,,,
0.0020095277577638626,3299,0.0027843804564327,8,,,
0.0031592973973602057,3349,0.002569570206105709,8,,,
0.0014904267154633999,3399,0.0016335882246494293,8,,,
0.0010556508786976337,3449,0.0012902123853564262,8,,,
0.0008776458562351763,3499,0.0011296268785372376,8,,,
,3509,,8,0.8138999938964844,0.8217347860336304,0.818790078163147
0.0011624980252236128,3549,0.0014186484040692449,9,,,
0.0015012144576758146,3599,0.001911901868879795,9,,,
0.0013025286607444286,3649,0.001497575780376792,9,,,
0.00211786269210279,3699,0.0019339554710313678,9,,,
0.0010904785012826324,3749,0.0009097374859265983,9,,,
0.0017095814691856503,3799,0.0012481801677495241,9,,,
0.000976703828200698,3849,0.001946914242580533,9,,,
0.0014744243817403913,3899,0.0012425455497577786,9,,,
,3899,,9,0.8016999959945679,0.8251001834869385,0.8285456895828247
0.0009492695098742843,3949,0.0007737078121863306,10,,,
0.0013656944502145052,3999,0.0007008510874584317,10,,,
0.0017316321609541774,4049,0.0007203047280199826,10,,,
0.0012520445743575692,4099,0.0014966917224228382,10,,,
0.001442957203835249,4149,0.0017381350044161081,10,,,
0.0011281640036031604,4199,0.000745203229598701,10,,,
0.0010922399815171957,4249,0.0020975489169359207,10,,,
,4289,,10,0.8201000094413757,0.8298277258872986,0.8313902020454407
0.0012736681383103132,4299,0.0007511565345339477,11,,,
0.001043875003233552,4349,0.0008157015545293689,11,,,
0.0015907640336081386,4399,0.0021316518541425467,11,,,
0.0018185833469033241,4449,0.0030652061104774475,11,,,
0.0012683504028245807,4499,0.0021928835194557905,11,,,
0.0009054228430613875,4549,0.000597663049120456,11,,,
0.0005729373078793287,4599,0.0013154977932572365,11,,,
0.002176233334466815,4649,0.0011033853515982628,11,,,
,4679,,11,0.8356999754905701,0.8371194005012512,0.8400240540504456
0.0007471991702914238,4699,0.0009293362381868064,12,,,
0.00042704743100330234,4749,0.0005926112062297761,12,,,
0.0018088383367285132,4799,0.0006580756744369864,12,,,
0.0015344980638474226,4849,0.0015729519072920084,12,,,
0.001037421403452754,4899,0.001211234601214528,12,,,
0.0006678024074062705,4949,0.0010714883683249354,12,,,
0.0011710090329870582,4999,0.0007486662943847477,12,,,
0.0012042575981467962,5049,0.0021422007121145725,12,,,
,5069,,12,0.8306000232696533,0.8404847979545593,0.8423877954483032
0.0013442868366837502,5099,0.0013072487199679017,13,,,
0.000692246132530272,5149,0.0004694618983194232,13,,,
0.001570995314978063,5199,0.0018078571883961558,13,,,
0.0010918871266767383,5249,0.0018102788599207997,13,,,
0.0003721379325725138,5299,0.001015898073092103,13,,,
0.0005597410490736365,5349,0.0008448734297417104,13,,,
0.0009336017537862062,5399,0.0010746992193162441,13,,,
0.0008928863680921495,5449,0.0012382614659145474,13,,,
,5459,,13,0.8144000172615051,0.8462539911270142,0.8455328345298767
