train_loss,step,epoch,val_loss,val_acc,test_acc
2.117966413497925,49,0,,,
2.0346524715423584,99,0,,,
2.0370984077453613,149,0,,,
1.7662677764892578,199,0,,,
2.035517930984497,249,0,,,
2.0031731128692627,299,0,,,
,311,0,1.8528716564178467,0.3968999981880188,
,311,0,,,0.40540000796318054
1.7885476350784302,349,1,,,
1.7254648208618164,399,1,,,
1.7188239097595215,449,1,,,
1.8029056787490845,499,1,,,
1.9658308029174805,549,1,,,
1.4315447807312012,599,1,,,
,623,1,1.6344850063323975,0.4291999936103821,
,623,1,,,0.4343000054359436
1.7417608499526978,649,2,,,
1.536824107170105,699,2,,,
1.9518473148345947,749,2,,,
1.2182204723358154,799,2,,,
1.1272543668746948,849,2,,,
1.3300962448120117,899,2,,,
,935,2,1.447285532951355,0.49070000648498535,
,935,2,,,0.5001999735832214
1.2132391929626465,949,3,,,
1.8891510963439941,999,3,,,
1.6317102909088135,1049,3,,,
1.669278860092163,1099,3,,,
1.040653109550476,1149,3,,,
1.5661215782165527,1199,3,,,
,1247,3,1.3685622215270996,0.5091000199317932,
,1247,3,,,0.519599974155426
1.477081537246704,1249,4,,,
1.3989274501800537,1299,4,,,
0.6969297528266907,1349,4,,,
0.9540733098983765,1399,4,,,
0.9177113771438599,1449,4,,,
1.243708610534668,1499,4,,,
0.5146462321281433,1549,4,,,
,1559,4,1.209442377090454,0.5806000232696533,
,1559,4,,,0.602400004863739
0.5299098491668701,1599,5,,,
0.8529987335205078,1649,5,,,
0.6420814990997314,1699,5,,,
1.5012390613555908,1749,5,,,
0.5979794263839722,1799,5,,,
0.8748118281364441,1849,5,,,
,1871,5,1.1248507499694824,0.6215000152587891,
,1871,5,,,0.6470000147819519
1.4399055242538452,1899,6,,,
1.2510395050048828,1949,6,,,
1.347165822982788,1999,6,,,
0.5648386478424072,2049,6,,,
1.3493847846984863,2099,6,,,
0.9521725177764893,2149,6,,,
,2183,6,1.1570478677749634,0.6075999736785889,
,2183,6,,,0.6308000087738037
0.819787859916687,2199,7,,,
1.1602281332015991,2249,7,,,
1.3360278606414795,2299,7,,,
0.8284279108047485,2349,7,,,
1.025621771812439,2399,7,,,
0.7064698934555054,2449,7,,,
,2495,7,1.157209038734436,0.6136000156402588,
,2495,7,,,0.6330999732017517
0.8814197778701782,2499,8,,,
1.1082487106323242,2549,8,,,
0.9070985317230225,2599,8,,,
0.9004963040351868,2649,8,,,
0.6596294641494751,2699,8,,,
0.2988400459289551,2749,8,,,
0.019460678100585938,2799,8,,,
,2807,8,1.0611165761947632,0.6495000123977661,
,2807,8,,,0.6740999817848206
0.28038835525512695,2849,9,,,
0.1656416654586792,2899,9,,,
1.1137685775756836,2949,9,,,
-0.30767953395843506,2999,9,,,
0.6775467395782471,3049,9,,,
1.3696563243865967,3099,9,,,
,3119,9,1.0385078191757202,0.680400013923645,
,3119,9,,,0.7139000296592712
0.042739152908325195,3149,10,,,
0.384657621383667,3199,10,,,
0.09645307064056396,3249,10,,,
-0.17183315753936768,3299,10,,,
0.8035323619842529,3349,10,,,
0.3575221300125122,3399,10,,,
,3431,10,1.1025619506835938,0.6718999743461609,
,3431,10,,,0.7021999955177307
1.2815691232681274,3449,11,,,
-0.41705596446990967,3499,11,,,
-0.5697548389434814,3549,11,,,
1.0741140842437744,3599,11,,,
-1.1039248704910278,3649,11,,,
0.08455705642700195,3699,11,,,
,3743,11,1.0259895324707031,0.6845999956130981,
,3743,11,,,0.7135999798774719
-0.2662672996520996,3749,12,,,
-0.39463841915130615,3799,12,,,
1.0041868686676025,3849,12,,,
0.6774106025695801,3899,12,,,
0.6885169744491577,3949,12,,,
-0.27448999881744385,3999,12,,,
0.8212265968322754,4049,12,,,
,4055,12,0.8986619114875793,0.7240999937057495,
,4055,12,,,0.7623999714851379
0.8789780139923096,4099,13,,,
0.49862003326416016,4149,13,,,
0.9679131507873535,4199,13,,,
1.1097036600112915,4249,13,,,
-0.06872057914733887,4299,13,,,
0.7496728897094727,4349,13,,,
,4367,13,0.8740894794464111,0.7315000295639038,
,4367,13,,,0.7649999856948853
-1.3981841802597046,4399,14,,,
-1.1847624778747559,4449,14,,,
-0.020976901054382324,4499,14,,,
-1.1941311359405518,4549,14,,,
-0.9029278755187988,4599,14,,,
-0.8305175304412842,4649,14,,,
,4679,14,0.9105194211006165,0.7261999845504761,
,4679,14,,,0.7560999989509583
-0.7826488018035889,4699,15,,,
0.7405266761779785,4749,15,,,
0.5338470935821533,4799,15,,,
0.18633496761322021,4849,15,,,
0.5707912445068359,4899,15,,,
0.8016864061355591,4949,15,,,
,4991,15,0.912133514881134,0.7301999926567078,
,4991,15,,,0.7598000168800354
-1.8534789085388184,4999,16,,,
-0.436307430267334,5049,16,,,
1.084609031677246,5099,16,,,
-1.3098715543746948,5149,16,,,
1.0018627643585205,5199,16,,,
0.4191943407058716,5249,16,,,
0.06526947021484375,5299,16,,,
,5303,16,0.9585311412811279,0.7282999753952026,
,5303,16,,,0.7620000243186951
0.5033867359161377,5349,17,,,
0.5061323642730713,5399,17,,,
0.6559882164001465,5449,17,,,
-2.195054769515991,5499,17,,,
0.7096822261810303,5549,17,,,
-0.5310753583908081,5599,17,,,
,5615,17,0.9771109223365784,0.7290999889373779,
,5615,17,,,0.7641000151634216
-0.1294616460800171,5649,18,,,
-1.5342416763305664,5699,18,,,
0.6059917211532593,5749,18,,,
-0.9188680648803711,5799,18,,,
-0.6040177345275879,5849,18,,,
0.44364047050476074,5899,18,,,
,5927,18,0.9051920771598816,0.7440999746322632,
,5927,18,,,0.7750999927520752
0.9580590724945068,5949,19,,,
-0.10144829750061035,5999,19,,,
0.4380556344985962,6049,19,,,
0.31032776832580566,6099,19,,,
-0.08097875118255615,6149,19,,,
-3.5428569316864014,6199,19,,,
,6239,19,0.8972787261009216,0.7501000165939331,
,6239,19,,,0.7856000065803528
-2.9274868965148926,6249,20,,,
-2.8371458053588867,6299,20,,,
-0.3812267780303955,6349,20,,,
0.3517138957977295,6399,20,,,
-0.5413534641265869,6449,20,,,
0.4066197872161865,6499,20,,,
0.8181755542755127,6549,20,,,
,6551,20,0.9220247268676758,0.7355999946594238,
,6551,20,,,0.7645000219345093
-2.0312204360961914,6599,21,,,
0.21657633781433105,6649,21,,,
-2.8833370208740234,6699,21,,,
-2.1886978149414062,6749,21,,,
-2.899596929550171,6799,21,,,
-3.443258047103882,6849,21,,,
,6863,21,0.9046814441680908,0.7480000257492065,
,6863,21,,,0.7792999744415283
-2.881011724472046,6899,22,,,
-0.9596443176269531,6949,22,,,
-0.21313691139221191,6999,22,,,
0.0871877670288086,7049,22,,,
-0.23041892051696777,7099,22,,,
-0.4561498165130615,7149,22,,,
,7175,22,0.8767187595367432,0.7634999752044678,
,7175,22,,,0.8015999794006348
-4.08803653717041,7199,23,,,
-0.028928041458129883,7249,23,,,
-1.1260650157928467,7299,23,,,
-1.3301975727081299,7349,23,,,
-0.05377078056335449,7399,23,,,
-2.634066343307495,7449,23,,,
,7487,23,0.8247238397598267,0.7759000062942505,
,7487,23,,,0.8120999932289124
-1.4465396404266357,7499,24,,,
-0.7622458934783936,7549,24,,,
-0.7527890205383301,7599,24,,,
-2.394787311553955,7649,24,,,
0.1729527711868286,7699,24,,,
-3.225884437561035,7749,24,,,
-1.3965063095092773,7799,24,,,
,7799,24,0.8198899626731873,0.7760000228881836,
,7799,24,,,0.8086000084877014
-4.43515682220459,7849,25,,,
-0.40144240856170654,7899,25,,,
0.3526254892349243,7949,25,,,
-0.7819459438323975,7999,25,,,
-1.104190468788147,8049,25,,,
0.2170877456665039,8099,25,,,
,8111,25,0.8385640382766724,0.7695000171661377,
,8111,25,,,0.8051999807357788
-0.42792177200317383,8149,26,,,
-3.710528612136841,8199,26,,,
-1.5788750648498535,8249,26,,,
-2.4002795219421387,8299,26,,,
0.3413078784942627,8349,26,,,
-3.4093754291534424,8399,26,,,
,8423,26,0.8060945868492126,0.781000018119812,
,8423,26,,,0.8217999935150146
-2.9033679962158203,8449,27,,,
-3.232041597366333,8499,27,,,
0.2588465213775635,8549,27,,,
-0.14780044555664062,8599,27,,,
-0.3495293855667114,8649,27,,,
-3.188971519470215,8699,27,,,
,8735,27,0.8111603260040283,0.7810999751091003,
,8735,27,,,0.8130999803543091
-1.4797072410583496,8749,28,,,
-4.243471622467041,8799,28,,,
-0.20110559463500977,8849,28,,,
-0.2899453639984131,8899,28,,,
0.3384135961532593,8949,28,,,
-0.902672529220581,8999,28,,,
,9047,28,0.8434759974479675,0.7748000025749207,
,9047,28,,,0.8034999966621399
-6.576898097991943,9049,29,,,
-0.8424946069717407,9099,29,,,
-0.37367725372314453,9149,29,,,
-4.743610382080078,9199,29,,,
-0.6452791690826416,9249,29,,,
-0.10862350463867188,9299,29,,,
-1.6906921863555908,9349,29,,,
,9359,29,0.7968019247055054,0.7860000133514404,
,9359,29,,,0.8210999965667725
-4.667978763580322,9399,30,,,
-0.3008005619049072,9449,30,,,
-0.5399099588394165,9499,30,,,
-6.98902702331543,9549,30,,,
-3.761654853820801,9599,30,,,
0.13328778743743896,9649,30,,,
,9671,30,0.9120001196861267,0.7612000107765198,
,9671,30,,,0.7914999723434448
-1.22994065284729,9699,31,,,
-6.29169225692749,9749,31,,,
-0.6743595600128174,9799,31,,,
-5.9904704093933105,9849,31,,,
-1.0527575016021729,9899,31,,,
-4.144784927368164,9949,31,,,
,9983,31,0.8472520709037781,0.7745000123977661,
,9983,31,,,0.805400013923645
0.40734291076660156,9999,32,,,
0.06091022491455078,10049,32,,,
0.3424808979034424,10099,32,,,
-0.7765834331512451,10149,32,,,
-0.02913987636566162,10199,32,,,
-0.03103041648864746,10249,32,,,
,10295,32,0.7992909550666809,0.7892000079154968,
,10295,32,,,0.8248999714851379
0.29286444187164307,10299,33,,,
0.042014122009277344,10349,33,,,
-0.19768309593200684,10399,33,,,
-0.08330798149108887,10449,33,,,
-4.311823844909668,10499,33,,,
0.18264174461364746,10549,33,,,
-4.989385604858398,10599,33,,,
,10607,33,0.777730405330658,0.7972000241279602,
,10607,33,,,0.8414999842643738
-5.030185699462891,10649,34,,,
-0.8315315246582031,10699,34,,,
-0.6853787899017334,10749,34,,,
-0.5896778106689453,10799,34,,,
-1.1619038581848145,10849,34,,,
0.0033572912216186523,10899,34,,,
,10919,34,0.784638524055481,0.7962999939918518,
,10919,34,,,0.8378999829292297
-4.954836845397949,10949,35,,,
-0.8080670833587646,10999,35,,,
-7.675549507141113,11049,35,,,
-0.37786293029785156,11099,35,,,
-1.6204277276992798,11149,35,,,
-0.04325103759765625,11199,35,,,
,11231,35,0.7947059273719788,0.7954000234603882,
,11231,35,,,0.8378000259399414
-2.150341510772705,11249,36,,,
0.4747304916381836,11299,36,,,
-0.6513848304748535,11349,36,,,
-6.087057113647461,11399,36,,,
-5.549422740936279,11449,36,,,
0.2458251714706421,11499,36,,,
,11543,36,0.7549499273300171,0.8047999739646912,
,11543,36,,,0.852400004863739
-0.6054790019989014,11549,37,,,
-0.859686017036438,11599,37,,,
0.3088655471801758,11649,37,,,
-1.4535162448883057,11699,37,,,
-1.8211324214935303,11749,37,,,
-0.62172532081604,11799,37,,,
-2.6172780990600586,11849,37,,,
,11855,37,0.8169283270835876,0.8026999831199646,
,11855,37,,,0.8424000144004822
-2.089874029159546,11899,38,,,
-2.8465566635131836,11949,38,,,
-0.5195026397705078,11999,38,,,
-1.4512661695480347,12049,38,,,
0.13756179809570312,12099,38,,,
-0.3255741596221924,12149,38,,,
,12167,38,0.8091456294059753,0.8019000291824341,
,12167,38,,,0.8461999893188477
-0.25658369064331055,12199,39,,,
-1.7233936786651611,12249,39,,,
-8.544313430786133,12299,39,,,
-0.8431320190429688,12349,39,,,
-0.12866568565368652,12399,39,,,
-4.550564765930176,12449,39,,,
,12479,39,0.7487313747406006,0.8169000148773193,
,12479,39,,,0.8550000190734863
-2.903334379196167,12499,40,,,
-3.3418500423431396,12549,40,,,
0.38135862350463867,12599,40,,,
0.07919585704803467,12649,40,,,
-2.9564921855926514,12699,40,,,
0.14946460723876953,12749,40,,,
,12791,40,0.7835878133773804,0.8126000165939331,
,12791,40,,,0.8514999747276306
-0.13038992881774902,12799,41,,,
0.18394994735717773,12849,41,,,
-0.4365401268005371,12899,41,,,
-0.015465855598449707,12949,41,,,
-1.6045451164245605,12999,41,,,
0.5030630826950073,13049,41,,,
-4.567926406860352,13099,41,,,
,13103,41,0.7721740007400513,0.8059999942779541,
,13103,41,,,0.8499000072479248
0.252339243888855,13149,42,,,
0.1406770944595337,13199,42,,,
-1.7897415161132812,13249,42,,,
0.23011112213134766,13299,42,,,
-0.5033473968505859,13349,42,,,
-0.5280282497406006,13399,42,,,
,13415,42,0.8372434377670288,0.7896999716758728,
,13415,42,,,0.8277999758720398
0.41033935546875,13449,43,,,
-2.475935459136963,13499,43,,,
-0.3188955783843994,13549,43,,,
-7.057742118835449,13599,43,,,
-3.201011896133423,13649,43,,,
-2.426046848297119,13699,43,,,
,13727,43,0.8315241932868958,0.7976999878883362,
,13727,43,,,0.8371000289916992
-0.4304990768432617,13749,44,,,
-4.639196395874023,13799,44,,,
-2.7494845390319824,13849,44,,,
-8.624961853027344,13899,44,,,
-2.1955223083496094,13949,44,,,
-0.15230536460876465,13999,44,,,
,14039,44,0.7811413407325745,0.8152999877929688,
,14039,44,,,0.8561999797821045
-0.019111156463623047,14049,45,,,
-1.8231521844863892,14099,45,,,
-7.710992813110352,14149,45,,,
-3.439094066619873,14199,45,,,
0.43861305713653564,14249,45,,,
-0.30328965187072754,14299,45,,,
-4.500886917114258,14349,45,,,
,14351,45,0.7659763693809509,0.8159000277519226,
,14351,45,,,0.8519999980926514
-0.34042954444885254,14399,46,,,
-0.2016134262084961,14449,46,,,
-0.6045291423797607,14499,46,,,
0.16795694828033447,14549,46,,,
-0.45391321182250977,14599,46,,,
-1.222139596939087,14649,46,,,
,14663,46,0.7420952916145325,0.8167999982833862,
,14663,46,,,0.8565999865531921
-1.0497164726257324,14699,47,,,
-0.8178536891937256,14749,47,,,
-3.0292012691497803,14799,47,,,
-3.044661521911621,14849,47,,,
-0.1359243392944336,14899,47,,,
0.10686659812927246,14949,47,,,
,14975,47,0.7485327124595642,0.8046000003814697,
,14975,47,,,0.847000002861023
-2.556244373321533,14999,48,,,
0.169530987739563,15049,48,,,
-3.6188018321990967,15099,48,,,
-1.2530686855316162,15149,48,,,
-3.3809521198272705,15199,48,,,
-5.844448089599609,15249,48,,,
,15287,48,0.8367516398429871,0.7912999987602234,
,15287,48,,,0.8256999850273132
-0.016098499298095703,15299,49,,,
-1.7003302574157715,15349,49,,,
0.01391291618347168,15399,49,,,
-5.989340782165527,15449,49,,,
0.49629104137420654,15499,49,,,
-0.11736440658569336,15549,49,,,
-0.01675558090209961,15599,49,,,
,15599,49,0.7802687883377075,0.8170999884605408,
,15599,49,,,0.8578000068664551
-4.9880828857421875,15649,50,,,
-1.024946928024292,15699,50,,,
-7.339509010314941,15749,50,,,
-0.9749317169189453,15799,50,,,
-2.5135271549224854,15849,50,,,
-1.444738507270813,15899,50,,,
,15911,50,0.7516436576843262,0.8245000243186951,
,15911,50,,,0.8682000041007996
-2.787039279937744,15949,51,,,
-3.214313268661499,15999,51,,,
-3.0824601650238037,16049,51,,,
-0.10207200050354004,16099,51,,,
-1.2206416130065918,16149,51,,,
-5.626511096954346,16199,51,,,
,16223,51,0.7217418551445007,0.8306999802589417,
,16223,51,,,0.878000020980835
-0.8220531940460205,16249,52,,,
-2.1177008152008057,16299,52,,,
0.5056203603744507,16349,52,,,
-3.2604575157165527,16399,52,,,
-0.6840157508850098,16449,52,,,
-3.814520835876465,16499,52,,,
,16535,52,0.7556464076042175,0.8255000114440918,
,16535,52,,,0.8715000152587891
-8.469223022460938,16549,53,,,
-0.47246265411376953,16599,53,,,
-2.05649995803833,16649,53,,,
-0.3630077838897705,16699,53,,,
-3.139571189880371,16749,53,,,
-1.414541482925415,16799,53,,,
,16847,53,0.7273889780044556,0.8234000205993652,
,16847,53,,,0.8673999905586243
-2.974860668182373,16849,54,,,
-5.106213569641113,16899,54,,,
-4.136397361755371,16949,54,,,
-5.543462753295898,16999,54,,,
0.09474587440490723,17049,54,,,
-0.38927793502807617,17099,54,,,
-0.4698903560638428,17149,54,,,
,17159,54,0.7272539734840393,0.8259999752044678,
,17159,54,,,0.8712000250816345
-8.404108047485352,17199,55,,,
-0.6434049606323242,17249,55,,,
-0.8486363887786865,17299,55,,,
-3.757164478302002,17349,55,,,
-1.1084160804748535,17399,55,,,
-3.9956917762756348,17449,55,,,
,17471,55,0.7571350336074829,0.8216000199317932,
,17471,55,,,0.8690000176429749
-1.1889269351959229,17499,56,,,
-4.5253753662109375,17549,56,,,
-0.24026250839233398,17599,56,,,
-2.788130044937134,17649,56,,,
-4.050281524658203,17699,56,,,
0.25483763217926025,17749,56,,,
,17783,56,0.7211224436759949,0.8238000273704529,
,17783,56,,,0.8686000108718872
0.2619997262954712,17799,57,,,
-6.8430705070495605,17849,57,,,
-1.3030505180358887,17899,57,,,
-0.8538424968719482,17949,57,,,
-1.2314059734344482,17999,57,,,
-6.366218090057373,18049,57,,,
,18095,57,0.7499874830245972,0.8274999856948853,
,18095,57,,,0.875
-0.560134768486023,18099,58,,,
-4.553217887878418,18149,58,,,
-0.32431554794311523,18199,58,,,
-0.3494555950164795,18249,58,,,
-0.9903440475463867,18299,58,,,
-3.2614784240722656,18349,58,,,
-0.7520961761474609,18399,58,,,
,18407,58,0.7589477300643921,0.8285999894142151,
,18407,58,,,0.8762000203132629
-0.1796581745147705,18449,59,,,
-2.4879417419433594,18499,59,,,
-3.862044334411621,18549,59,,,
-0.07023096084594727,18599,59,,,
-2.230342388153076,18649,59,,,
0.06786966323852539,18699,59,,,
,18719,59,0.7616701722145081,0.8299999833106995,
,18719,59,,,0.8747000098228455
-1.0573151111602783,18749,60,,,
-2.590669870376587,18799,60,,,
-4.44064998626709,18849,60,,,
-4.076864719390869,18899,60,,,
-0.018343448638916016,18949,60,,,
-0.017626047134399414,18999,60,,,
,19031,60,0.7351123690605164,0.8295999765396118,
,19031,60,,,0.8766999840736389
-5.181097507476807,19049,61,,,
-1.289556622505188,19099,61,,,
-2.3467164039611816,19149,61,,,
-2.1863515377044678,19199,61,,,
-0.05279231071472168,19249,61,,,
-1.0959837436676025,19299,61,,,
,19343,61,0.7407388687133789,0.8252000212669373,
,19343,61,,,0.8648999929428101
-4.402172565460205,19349,62,,,
-3.526261806488037,19399,62,,,
-4.2186479568481445,19449,62,,,
-4.077276706695557,19499,62,,,
-5.419101715087891,19549,62,,,
-7.089682102203369,19599,62,,,
-0.044508934020996094,19649,62,,,
,19655,62,0.7152817845344543,0.8360000252723694,
,19655,62,,,0.8847000002861023
