step,epoch,train_loss,val_loss,val_acc,test_acc
49,0,2.2350852489471436,,,
99,0,2.0937278270721436,,,
149,0,2.0159215927124023,,,
199,0,2.113346815109253,,,
249,0,2.047175884246826,,,
299,0,2.177203893661499,,,
311,0,,2.0629374980926514,0.2994999885559082,
311,0,,,,0.37790000438690186
349,1,2.192878246307373,,,
399,1,2.1276965141296387,,,
449,1,1.9884874820709229,,,
499,1,2.0867953300476074,,,
549,1,2.0821902751922607,,,
599,1,2.0288000106811523,,,
623,1,,1.9389845132827759,0.30799999833106995,
623,1,,,,0.3686000108718872
649,2,1.6842429637908936,,,
699,2,1.8285613059997559,,,
749,2,1.9544811248779297,,,
799,2,1.843449592590332,,,
849,2,1.9586999416351318,,,
899,2,1.7761577367782593,,,
935,2,,1.886054277420044,0.32280001044273376,
935,2,,,,0.3874000012874603
949,3,1.8481911420822144,,,
999,3,1.8814491033554077,,,
1049,3,1.6974866390228271,,,
1099,3,1.6860750913619995,,,
1149,3,1.8458364009857178,,,
1199,3,1.9556628465652466,,,
1247,3,,1.825591802597046,0.350600004196167,
1247,3,,,,0.43220001459121704
1249,4,1.856057047843933,,,
1299,4,1.8503224849700928,,,
1349,4,1.7594354152679443,,,
1399,4,1.7258546352386475,,,
1449,4,1.7997498512268066,,,
1499,4,1.7439922094345093,,,
1549,4,1.764547348022461,,,
1559,4,,1.7719181776046753,0.3815000057220459,
1559,4,,,,0.4729999899864197
1599,5,1.6474711894989014,,,
1649,5,1.8051549196243286,,,
1699,5,1.8100619316101074,,,
1749,5,1.7568926811218262,,,
1799,5,1.7934215068817139,,,
1849,5,1.3129596710205078,,,
1871,5,,1.7570146322250366,0.3919999897480011,
1871,5,,,,0.5055999755859375
1899,6,1.7758536338806152,,,
1949,6,1.7568724155426025,,,
1999,6,1.319523811340332,,,
2049,6,1.3645744323730469,,,
2099,6,1.4253313541412354,,,
2149,6,1.8848934173583984,,,
2183,6,,1.7388769388198853,0.4097999930381775,
2183,6,,,,0.5338000059127808
2199,7,1.5613459348678589,,,
2249,7,1.0321627855300903,,,
2299,7,1.5393027067184448,,,
