step,epoch,train_loss,val_loss,val_acc,test_acc
49,0,3.2102928161621094,,,
99,0,3.199944257736206,,,
149,0,2.8275108337402344,,,
199,0,2.9487826824188232,,,
249,0,3.0661556720733643,,,
299,0,3.005389451980591,,,
349,0,2.8880717754364014,,,
389,0,,1.8435474634170532,0.335999995470047,
389,0,,,,0.4325999915599823
399,1,2.7638049125671387,,,
449,1,2.758788585662842,,,
499,1,2.5870747566223145,,,
549,1,2.9437761306762695,,,
599,1,2.73525071144104,,,
649,1,2.687601089477539,,,
699,1,2.6051573753356934,,,
749,1,2.6754870414733887,,,
779,1,,1.6916531324386597,0.42669999599456787,
779,1,,,,0.570900022983551
799,2,2.7075586318969727,,,
849,2,2.6738498210906982,,,
899,2,2.713834047317505,,,
949,2,2.6708598136901855,,,
999,2,2.5452816486358643,,,
1049,2,2.3904685974121094,,,
1099,2,2.480085849761963,,,
1149,2,2.478926658630371,,,
1169,2,,1.6330174207687378,0.4523000121116638,
1169,2,,,,0.6079000234603882
1199,3,2.5865538120269775,,,
1249,3,2.328406572341919,,,
1299,3,2.552105188369751,,,
1349,3,2.4806880950927734,,,
1399,3,2.5739479064941406,,,
1449,3,2.6233928203582764,,,
1499,3,2.363828420639038,,,
1549,3,2.438188076019287,,,
1559,3,,1.5956571102142334,0.47600001096725464,
1559,3,,,,0.6484000086784363
1599,4,2.469383478164673,,,
1649,4,2.3150241374969482,,,
1699,4,2.495659351348877,,,
1749,4,2.425546407699585,,,
1799,4,2.442817211151123,,,
1849,4,2.2988345623016357,,,
1899,4,2.4385948181152344,,,
1949,4,2.5183873176574707,,,
1949,4,,1.5770725011825562,0.4862000048160553,
1949,4,,,,0.6478999853134155
1999,5,2.2713587284088135,,,
2049,5,2.3488850593566895,,,
2099,5,2.4131577014923096,,,
2149,5,2.407020330429077,,,
2199,5,2.2171194553375244,,,
2249,5,2.337855577468872,,,
2299,5,2.417337656021118,,,
2339,5,,1.5161001682281494,0.5205000042915344,
2339,5,,,,0.7225000262260437
2349,6,2.2403855323791504,,,
2399,6,2.4004228115081787,,,
2449,6,2.1675376892089844,,,
2499,6,2.3101351261138916,,,
2549,6,2.2254297733306885,,,
2599,6,2.2766196727752686,,,
2649,6,2.112147331237793,,,
2699,6,2.327892303466797,,,
2729,6,,1.5350254774093628,0.5052000284194946,
2729,6,,,,0.6837000250816345
2749,7,2.2915263175964355,,,
2799,7,2.1840381622314453,,,
2849,7,2.0947201251983643,,,
2899,7,2.132658004760742,,,
2949,7,2.3006153106689453,,,
2999,7,2.29215407371521,,,
3049,7,2.4089696407318115,,,
3099,7,2.293236255645752,,,
3119,7,,1.501400351524353,0.52920001745224,
3119,7,,,,0.7396000027656555
3149,8,2.158054828643799,,,
3199,8,2.517305612564087,,,
3249,8,2.186709403991699,,,
3299,8,2.0292813777923584,,,
3349,8,2.205864906311035,,,
3399,8,2.1819019317626953,,,
3449,8,2.0328752994537354,,,
3499,8,1.9163713455200195,,,
3509,8,,1.4662278890609741,0.545799970626831,
3509,8,,,,0.7689999938011169
3549,9,2.179619073867798,,,
3599,9,2.226539373397827,,,
3649,9,2.52518630027771,,,
3699,9,2.078728199005127,,,
3749,9,2.167867422103882,,,
3799,9,2.136784076690674,,,
3849,9,2.236027240753174,,,
3899,9,2.2460291385650635,,,
3899,9,,1.459227204322815,0.5482000112533569,
3899,9,,,,0.7764999866485596
3949,10,2.356003761291504,,,
3999,10,2.272686004638672,,,
4049,10,2.269430160522461,,,
4099,10,2.3121440410614014,,,
4149,10,2.031435966491699,,,
4199,10,2.1445722579956055,,,
4211,10,,,,0.8065999746322632
4249,11,2.147752285003662,,,
4299,11,2.2513039112091064,,,
4349,11,2.50852632522583,,,
4399,11,2.324985980987549,,,
4449,11,2.2538037300109863,,,
4499,11,2.59696626663208,,,
4523,11,,1.5414183139801025,0.5507000088691711,
4523,11,,,,0.7983999848365784
4549,12,2.1968350410461426,,,
4599,12,2.066401243209839,,,
4649,12,2.1539669036865234,,,
4699,12,2.331594705581665,,,
4749,12,2.1303277015686035,,,
4799,12,2.403183698654175,,,
4835,12,,1.576538324356079,0.5516999959945679,
