train_loss,step,epoch,val_acc,val_loss,test_acc
3.1151857376098633,49,0,,,
3.115610361099243,99,0,,,
3.0943522453308105,149,0,,,
2.9453091621398926,199,0,,,
2.9483249187469482,249,0,,,
2.768770217895508,299,0,,,
2.805649757385254,349,0,,,
,389,0,0.3720000088214874,1.8109183311462402,
,389,0,,,0.4812999963760376
2.943952798843384,399,1,,,
2.785098075866699,449,1,,,
2.8937087059020996,499,1,,,
2.739424228668213,549,1,,,
2.642134189605713,599,1,,,
2.6473348140716553,649,1,,,
2.6930811405181885,699,1,,,
2.6874852180480957,749,1,,,
,779,1,0.37380000948905945,1.835581660270691,
,779,1,,,0.4666999876499176
2.4540412425994873,799,2,,,
2.6436634063720703,849,2,,,
2.534777879714966,899,2,,,
2.740784168243408,949,2,,,
2.6485700607299805,999,2,,,
2.7149500846862793,1049,2,,,
2.487489700317383,1099,2,,,
2.6963467597961426,1149,2,,,
,1169,2,0.445499986410141,1.6644376516342163,
,1169,2,,,0.5989999771118164
2.635028600692749,1199,3,,,
2.5873374938964844,1249,3,,,
2.5171403884887695,1299,3,,,
2.5359928607940674,1349,3,,,
2.537705421447754,1399,3,,,
2.4777650833129883,1449,3,,,
2.564164638519287,1499,3,,,
2.6472105979919434,1549,3,,,
,1559,3,0.4625999927520752,1.6170791387557983,
,1559,3,,,0.6137999892234802
2.524462938308716,1599,4,,,
2.368717670440674,1649,4,,,
2.3835718631744385,1699,4,,,
2.333512544631958,1749,4,,,
2.533346176147461,1799,4,,,
2.503227472305298,1849,4,,,
2.5263187885284424,1899,4,,,
2.266690254211426,1949,4,,,
,1949,4,0.4925999939441681,1.568608283996582,
,1949,4,,,0.6848999857902527
2.3760721683502197,1999,5,,,
2.297070026397705,2049,5,,,
2.3096835613250732,2099,5,,,
2.411442756652832,2149,5,,,
2.433659791946411,2199,5,,,
2.279386520385742,2249,5,,,
2.37650990486145,2299,5,,,
,2339,5,0.49959999322891235,1.5506553649902344,
,2339,5,,,0.6890000104904175
2.4298174381256104,2349,6,,,
2.3759970664978027,2399,6,,,
2.423766613006592,2449,6,,,
2.436988353729248,2499,6,,,
2.241115093231201,2549,6,,,
2.2464113235473633,2599,6,,,
2.297708034515381,2649,6,,,
2.370546579360962,2699,6,,,
,2729,6,0.5230000019073486,1.5134761333465576,
,2729,6,,,0.7265999913215637
2.3078198432922363,2749,7,,,
2.3808820247650146,2799,7,,,
2.221900463104248,2849,7,,,
2.2196478843688965,2899,7,,,
2.2708730697631836,2949,7,,,
2.3322534561157227,2999,7,,,
2.3353142738342285,3049,7,,,
2.3211991786956787,3099,7,,,
,3119,7,0.5302000045776367,1.5040301084518433,
,3119,7,,,0.7468000054359436
2.31353759765625,3149,8,,,
2.2172112464904785,3199,8,,,
2.1216254234313965,3249,8,,,
2.236910343170166,3299,8,,,
2.46932053565979,3349,8,,,
2.156486749649048,3399,8,,,
2.2308592796325684,3449,8,,,
2.3467347621917725,3499,8,,,
,3509,8,0.5397999882698059,1.4743716716766357,
,3509,8,,,0.7588000297546387
2.1872403621673584,3549,9,,,
2.24082612991333,3599,9,,,
2.1410374641418457,3649,9,,,
2.187735080718994,3699,9,,,
2.497422456741333,3749,9,,,
2.241281509399414,3799,9,,,
2.165088176727295,3849,9,,,
2.096581220626831,3899,9,,,
,3899,9,0.5425999760627747,1.4688295125961304,
,3899,9,,,0.7723000049591064
2.498789072036743,3949,10,,,
2.682607412338257,3999,10,,,
2.6127095222473145,4049,10,,,
2.495783567428589,4099,10,,,
2.603419303894043,4149,10,,,
2.5528392791748047,4199,10,,,
,4211,10,,,0.7818999886512756
2.5764107704162598,4249,11,,,
2.3260087966918945,4299,11,,,
2.5001883506774902,4349,11,,,
2.47357439994812,4399,11,,,
