train_loss1,train_loss2,epoch,step,val_acc2,val_acc1,train_acc1,train_acc2,test_acc
0.01492556557059288,0.014593146741390228,0,49,,,,,
0.014708628877997398,0.015240528620779514,0,99,,,,,
0.014180243015289307,0.014179365709424019,0,149,,,,,
0.013914807699620724,0.01369144394993782,0,199,,,,,
0.014425826258957386,0.014395655132830143,0,249,,,,,
0.012637296691536903,0.01317327655851841,0,299,,,,,
,,0,311,0.40869998931884766,0.4487000107765198,,,
,,0,311,,,0.33558693528175354,0.3342598080635071,0.49540001153945923
0.014006521552801132,0.014215942472219467,1,349,,,,,
0.01314892340451479,0.013454134576022625,1,399,,,,,
0.011639724485576153,0.012320773676037788,1,449,,,,,
0.011782697401940823,0.012267197482287884,1,499,,,,,
0.011504796333611012,0.010987021028995514,1,549,,,,,
0.010765383951365948,0.011249222792685032,1,599,,,,,
,,1,623,0.47519999742507935,0.4876999855041504,,,
,,1,623,,,0.4683493673801422,0.45062097907066345,0.5400999784469604
0.011287616565823555,0.012130990624427795,2,649,,,,,
0.010171161964535713,0.010457640513777733,2,699,,,,,
0.008983095176517963,0.009408975020051003,2,749,,,,,
0.010388864204287529,0.01044182013720274,2,799,,,,,
0.010172618553042412,0.011042192578315735,2,849,,,,,
0.011733593419194221,0.011774865910410881,2,899,,,,,
,,2,935,0.532800018787384,0.5552999973297119,,,
,,2,935,,,0.5359324812889099,0.5225861668586731,0.633400022983551
0.008233767002820969,0.008623894304037094,3,949,,,,,
0.009084169752895832,0.00857795774936676,3,999,,,,,
0.009046835824847221,0.009398126043379307,3,1049,,,,,
0.008183101192116737,0.008321795612573624,3,1099,,,,,
0.008169508539140224,0.008617659099400043,3,1149,,,,,
0.007715791463851929,0.008622313849627972,3,1199,,,,,
,,3,1247,0.589900016784668,0.5616999864578247,,,
,,3,1247,,,0.5782251358032227,0.5620743036270142,0.6366000175476074
0.008214402943849564,0.008388979360461235,4,1249,,,,,
0.00617588683962822,0.006439879536628723,4,1299,,,,,
0.007434741593897343,0.007593138609081507,4,1349,,,,,
0.007133236154913902,0.008004041388630867,4,1399,,,,,
0.008329569362103939,0.008644395507872105,4,1449,,,,,
0.00743144890293479,0.007444674149155617,4,1499,,,,,
0.0074904123321175575,0.007546138018369675,4,1549,,,,,
,,4,1559,0.5622000098228455,0.583299994468689,,,
,,4,1559,,,0.6119290590286255,0.5979817509651184,0.6593999862670898
0.006065705791115761,0.005848594941198826,5,1599,,,,,
0.005852897185832262,0.005654592532664537,5,1649,,,,,
0.007021352648735046,0.006899296771734953,5,1699,,,,,
0.007409148383885622,0.007233469747006893,5,1749,,,,,
0.007792572490870953,0.008209950290620327,5,1799,,,,,
0.0045847781002521515,0.004677497781813145,5,1849,,,,,
,,5,1871,0.6417999863624573,0.6431999802589417,,,
,,5,1871,,,0.639573335647583,0.6272786259651184,0.7311999797821045
0.006031988654285669,0.0061646876856684685,6,1899,,,,,
0.00616130605340004,0.005448517855256796,6,1949,,,,,
0.006815980188548565,0.006634979508817196,6,1999,,,,,
0.004951624199748039,0.004946965724229813,6,2049,,,,,
0.006439839489758015,0.006100304424762726,6,2099,,,,,
0.005909173283725977,0.006479430012404919,6,2149,,,,,
,,6,2183,0.6431999802589417,0.6216999888420105,,,
,,6,2183,,,0.6552233695983887,0.6498647928237915,0.7092999815940857
0.007679981645196676,0.007826915942132473,7,2199,,,,,
0.004815215244889259,0.0052793496288359165,7,2249,,,,,
0.004330229479819536,0.0052785687148571014,7,2299,,,,,
0.00552078802138567,0.005624919198453426,7,2349,,,,,
0.007643518038094044,0.007144802249968052,7,2399,,,,,
0.006538926158100367,0.006697149947285652,7,2449,,,,,
,,7,2495,0.6503999829292297,0.661300003528595,,,
,,7,2495,,,0.6720002293586731,0.6679437160491943,0.7602999806404114
0.005134352017194033,0.0049238018691539764,8,2499,,,,,
0.0036511903163045645,0.004293250851333141,8,2549,,,,,
0.006271121092140675,0.004954724106937647,8,2599,,,,,
0.0037777447141706944,0.004187715705484152,8,2649,,,,,
0.0033257792238146067,0.0033582784235477448,8,2699,,,,,
0.0027311660815030336,0.002656982047483325,8,2749,,,,,
0.00584250595420599,0.0066724722273647785,8,2799,,,,,
,,8,2807,0.67330002784729,0.6729999780654907,,,
,,8,2807,,,0.685471773147583,0.6831430196762085,0.7760000228881836
0.0027067596092820168,0.003207156667485833,9,2849,,,,,
0.003804611274972558,0.003464404959231615,9,2899,,,,,
0.003977893386036158,0.004099023062735796,9,2949,,,,,
0.0036969224456697702,0.0037362559232860804,9,2999,,,,,
0.003468738403171301,0.0028491048142313957,9,3049,,,,,
0.00487424386665225,0.004774086643010378,9,3099,,,,,
,,9,3119,0.6445000171661377,0.6668000221252441,,,
,,9,3119,,,0.6921574473381042,0.6898036599159241,0.760699987411499
0.004740279167890549,0.004248058423399925,10,3149,,,,,
0.005205972585827112,0.005612190812826157,10,3199,,,,,
0.003968880977481604,0.003615290392190218,10,3249,,,,,
0.0031311477068811655,0.0028635349590331316,10,3299,,,,,
0.0027870922349393368,0.0018036519177258015,10,3349,,,,,
0.002856456208974123,0.0020542885176837444,10,3399,,,,,
,,10,3431,0.6970999836921692,0.7087000012397766,,,
,,10,3431,,,0.7054537534713745,0.7019981741905212,0.8084999918937683
0.002744466532021761,0.0027489238418638706,11,3449,,,,,
0.003091605380177498,0.0031456167344003916,11,3499,,,,,
0.0020742109045386314,0.001665941788814962,11,3549,,,,,
0.0022076619789004326,0.0019336363766342402,11,3599,,,,,
0.0024188824463635683,0.002314662327989936,11,3649,,,,,
0.0026473470497876406,0.002459399402141571,11,3699,,,,,
,,11,3743,0.6969000101089478,0.6542999744415283,,,
,,11,3743,,,0.7107622027397156,0.7077073454856873,0.7531999945640564
0.0037085646763443947,0.003312440821900964,12,3749,,,,,
0.002319301012903452,0.001704440452158451,12,3799,,,,,
0.0024911919608712196,0.0025260213296860456,12,3849,,,,,
0.004237621556967497,0.004931273404508829,12,3899,,,,,
0.0012301680399104953,0.001185778295621276,12,3949,,,,,
0.0030754616018384695,0.0036295505706220865,12,3999,,,,,
0.0017614427488297224,0.0016810609959065914,12,4049,,,,,
