train_loss,step,epoch,val_acc,val_loss,test_acc,train_acc
3.414856195449829,49,0,,,,
3.4339709281921387,99,0,,,,
3.226238489151001,149,0,,,,
3.1704163551330566,199,0,,,,
3.172719955444336,249,0,,,,
3.091493844985962,299,0,,,,
,311,0,0.3797000050544739,1.759629487991333,,
,311,0,,,0.4138000011444092,0.3102714419364929
2.798741340637207,349,1,,,,
2.922492027282715,399,1,,,,
2.8399598598480225,449,1,,,,
3.46832275390625,499,1,,,,
3.2404754161834717,549,1,,,,
3.1873459815979004,599,1,,,,
,623,1,0.41530001163482666,1.9161968231201172,,
,623,1,,,0.454800009727478,0.3756009638309479
3.0358328819274902,649,2,,,,
3.0542850494384766,699,2,,,,
2.8181304931640625,749,2,,,,
3.2953944206237793,799,2,,,,
2.692331314086914,849,2,,,,
3.0386221408843994,899,2,,,,
,935,2,0.32199999690055847,168.99378967285156,,
,935,2,,,0.3564999997615814,0.4241035580635071
2.7196104526519775,949,3,,,,
2.5264251232147217,999,3,,,,
2.6640477180480957,1049,3,,,,
2.6103897094726562,1099,3,,,,
3.2212448120117188,1149,3,,,,
2.770353078842163,1199,3,,,,
,1247,3,0.46239998936653137,1.5793243646621704,,
,1247,3,,,0.516700029373169,0.45502805709838867
2.7454795837402344,1249,4,,,,
2.6713101863861084,1299,4,,,,
2.2273082733154297,1349,4,,,,
2.388692855834961,1399,4,,,,
2.5989608764648438,1449,4,,,,
2.807427406311035,1499,4,,,,
2.639986515045166,1549,4,,,,
,1559,4,0.511900007724762,2.0788278579711914,,
,1559,4,,,0.5619000196456909,0.5041316151618958
2.626368761062622,1599,5,,,,
2.3309245109558105,1649,5,,,,
