epoch,train_loss,step,val_acc1,val_acc2,train_acc2,train_acc1,test_acc
0,0.4569355249404907,49,,,,,
0,0.43608558177948,99,,,,,
0,0.4243234694004059,149,,,,,
0,0.42201709747314453,199,,,,,
0,0.412446528673172,249,,,,,
0,0.3963480591773987,299,,,,,
0,,311,0.32760000228881836,0.3228999972343445,,,
0,,311,,,0.2222055345773697,0.22150440514087677,0.35760000348091125
1,0.37944644689559937,349,,,,,
1,0.3698585033416748,399,,,,,
1,0.37203341722488403,449,,,,,
1,0.3478725850582123,499,,,,,
1,0.378020703792572,549,,,,,
1,0.35545966029167175,599,,,,,
1,,623,0.3862999975681305,0.3849000036716461,,,
1,,623,,,0.33598756790161133,0.3365384638309479,0.41749998927116394
2,0.3818736970424652,649,,,,,
2,0.35729992389678955,699,,,,,
2,0.3395833373069763,749,,,,,
2,0.32422855496406555,799,,,,,
2,0.3171818256378174,849,,,,,
2,0.32835155725479126,899,,,,,
2,,935,0.4120999872684479,0.39879998564720154,,,
2,,935,,,0.3850911557674408,0.38556692004203796,0.4521999955177307
3,0.30791372060775757,949,,,,,
3,0.3261992335319519,999,,,,,
3,0.3134118914604187,1049,,,,,
3,0.3197873830795288,1099,,,,,
3,0.34106072783470154,1149,,,,,
3,0.33078500628471375,1199,,,,,
3,,1247,0.4512999951839447,0.44609999656677246,,,
3,,1247,,,0.41729265451431274,0.41819411516189575,0.4927999973297119
4,0.29367396235466003,1249,,,,,
4,0.3039235770702362,1299,,,,,
4,0.2894846200942993,1349,,,,,
4,0.2911466062068939,1399,,,,,
4,0.26270630955696106,1449,,,,,
4,0.2906181812286377,1499,,,,,
4,0.2815738320350647,1549,,,,,
4,,1559,0.4668999910354614,0.46389999985694885,,,
4,,1559,,,0.44774138927459717,0.4483673870563507,0.5056999921798706
5,0.2955535650253296,1599,,,,,
5,0.27683812379837036,1649,,,,,
5,0.25088873505592346,1699,,,,,
5,0.2973978519439697,1749,,,,,
5,0.2919890582561493,1799,,,,,
5,0.2801976799964905,1849,,,,,
5,,1871,0.4781000018119812,0.4505999982357025,,,
5,,1871,,,0.46742287278175354,0.4665214419364929,0.521399974822998
6,0.2544894516468048,1899,,,,,
6,0.2737525999546051,1949,,,,,
6,0.2733606696128845,1999,,,,,
6,0.2877269983291626,2049,,,,,
6,0.24754874408245087,2099,,,,,
6,0.2649541199207306,2149,,,,,
6,,2183,0.49540001153945923,0.49790000915527344,,,
6,,2183,,,0.48382410407066345,0.4830729067325592,0.541100025177002
7,0.25741657614707947,2199,,,,,
7,0.2402188628911972,2249,,,,,
7,0.25834688544273376,2299,,,,,
7,0.22387704253196716,2349,,,,,
7,0.2279810756444931,2399,,,,,
7,0.2418900728225708,2449,,,,,
7,,2495,0.5131999850273132,0.5196999907493591,,,
7,,2495,,,0.49749597907066345,0.49822214245796204,0.5683000087738037
8,0.23790690302848816,2499,,,,,
8,0.2118605077266693,2549,,,,,
8,0.2381310909986496,2599,,,,,
8,0.26031026244163513,2649,,,,,
8,0.22311095893383026,2699,,,,,
8,0.216109961271286,2749,,,,,
8,0.1972377747297287,2799,,,,,
8,,2807,0.5099999904632568,0.5268999934196472,,,
8,,2807,,,0.5098908543586731,0.510817289352417,0.5644999742507935
9,0.25724539160728455,2849,,,,,
9,0.24795077741146088,2899,,,,,
9,0.21237778663635254,2949,,,,,
9,0.24049553275108337,2999,,,,,
9,0.20746274292469025,3049,,,,,
9,0.21418286859989166,3099,,,,,
9,,3119,0.5212000012397766,0.5182999968528748,,,
9,,3119,,,0.5175530910491943,0.5178034901618958,0.580299973487854
10,0.20054200291633606,3149,,,,,
10,0.19501720368862152,3199,,,,,
10,0.1940659135580063,3249,,,,,
10,0.17503592371940613,3299,,,,,
10,0.21116697788238525,3349,,,,,
10,0.2070467174053192,3399,,,,,
10,,3431,0.5393999814987183,0.5367000102996826,,,
10,,3431,,,0.5257161259651184,0.5256410241127014,0.5946999788284302
11,0.22705018520355225,3449,,,,,
