epoch,mix_match_loss,step,test_acc,train_acc,train_loss
0,,49,,,1.9929864406585693
0,,99,,,1.9984523057937622
0,,149,,,1.7660202980041504
0,,199,,,1.8148571252822876
0,,249,,,1.7738966941833496
0,,299,,,1.8032363653182983
0,,349,,,1.673753023147583
0,,389,0.46799999475479126,0.32604166865348816,
1,,399,,,1.6012800931930542
1,,449,,,1.5068762302398682
1,,499,,,1.6358226537704468
1,,549,,,1.5663188695907593
1,,599,,,1.4465407133102417
1,,649,,,1.5790482759475708
1,,699,,,1.4370651245117188
1,,749,,,1.2967413663864136
1,,779,0.6061000227928162,0.46061697602272034,
2,,799,,,1.2800629138946533
2,,849,,,1.4066894054412842
2,,899,,,1.2905100584030151
2,,949,,,1.385543704032898
2,,999,,,1.3481539487838745
2,,1049,,,1.4935543537139893
2,,1099,,,1.2465463876724243
2,,1149,,,1.385756015777588
2,,1169,0.6761000156402588,0.5434294939041138,
3,,1199,,,1.3318513631820679
3,,1249,,,1.168436884880066
3,,1299,,,1.4329770803451538
3,,1349,,,1.3041739463806152
3,,1399,,,1.3930219411849976
3,,1449,,,1.1679270267486572
3,,1499,,,1.330449104309082
3,,1549,,,1.0741281509399414
3,,1559,0.7111999988555908,0.5916065573692322,
4,,1599,,,1.4455039501190186
4,,1649,,,1.250859260559082
4,,1699,,,1.0088932514190674
4,,1749,,,1.2171459197998047
4,,1799,,,0.9314805269241333
4,,1849,,,1.2104696035385132
4,,1899,,,1.1984935998916626
4,,1949,,,1.0537632703781128
4,,1949,0.7203999757766724,0.6299078464508057,
5,,1999,,,1.2992374897003174
5,,2049,,,1.0476572513580322
5,,2099,,,1.2993003129959106
5,,2149,,,1.0607777833938599
5,,2199,,,1.3032281398773193
5,,2249,,,1.3172094821929932
5,,2299,,,1.1431891918182373
5,,2339,0.7627000212669373,0.6508814096450806,
6,,2349,,,1.0363959074020386
6,,2399,,,1.0469046831130981
6,,2449,,,1.0596257448196411
6,,2499,,,1.1563067436218262
6,,2549,,,1.041243553161621
6,,2599,,,1.0737359523773193
6,,2649,,,1.0965211391448975
6,,2699,,,1.1451243162155151
6,,2729,0.7730000019073486,0.6677884459495544,
7,,2749,,,1.1946585178375244
7,,2799,,,1.1187044382095337
7,,2849,,,1.116495966911316
7,,2899,,,1.1096173524856567
7,,2949,,,1.0201495885849
7,,2999,,,1.1807057857513428
7,,3049,,,1.0381606817245483
7,,3099,,,1.0339549779891968
7,,3119,0.8065000176429749,0.6794070601463318,
8,,3149,,,0.9902931451797485
8,,3199,,,0.8857743740081787
8,,3249,,,1.1214250326156616
8,,3299,,,1.1908788681030273
8,,3349,,,1.1769568920135498
8,,3399,,,0.9728925824165344
8,,3449,,,1.1080224514007568
8,,3499,,,1.031849980354309
8,,3509,0.8076000213623047,0.6934094429016113,
9,,3549,,,0.8660680651664734
9,,3599,,,1.1929980516433716
9,,3649,,,0.8361841440200806
9,,3699,,,1.0129929780960083
9,,3749,,,1.111966848373413
9,,3799,,,1.0455865859985352
9,,3849,,,1.1509501934051514
9,,3899,,,0.9957716464996338
9,,3899,0.8001999855041504,0.7003004550933838,
10,,3949,,,1.0476917028427124
10,,3999,,,0.9817519783973694
10,,4049,,,1.0784845352172852
10,,4099,,,1.0468791723251343
10,,4149,,,1.2116576433181763
10,,4199,,,0.987573504447937
10,,4249,,,1.15510094165802
10,,4289,0.8180000185966492,0.704647421836853,
11,,4299,,,1.2526308298110962
11,,4349,,,0.9680758714675903
11,,4399,,,0.9507103562355042
11,,4449,,,1.0754780769348145
11,,4499,,,0.9243557453155518
11,,4549,,,1.0595122575759888
11,,4599,,,1.0743714570999146
11,,4649,,,1.1840314865112305
11,,4679,0.8227999806404114,0.715624988079071,
12,,4699,,,0.8879019618034363
12,,4749,,,0.9463430643081665
12,,4799,,,1.0797735452651978
12,,4849,,,1.028956651687622
12,,4899,,,0.8130261898040771
12,,4949,,,0.9370847940444946
12,,4999,,,0.9596195220947266
12,,5049,,,1.1027946472167969
12,,5069,0.7904999852180481,0.7179887890815735,
13,,5099,,,0.9399233460426331
13,,5149,,,1.0850543975830078
13,,5199,,,0.9631302952766418
13,,5249,,,0.915241003036499
13,,5299,,,0.9940474033355713
13,,5349,,,1.215211272239685
13,,5399,,,0.826208233833313
13,,5449,,,1.1438877582550049
13,,5459,0.8342000246047974,0.7248197197914124,
14,,5499,,,0.9990666508674622
14,,5549,,,0.8325508832931519
14,,5599,,,1.1108354330062866
14,,5649,,,0.902874231338501
14,,5699,,,0.9892687201499939
14,,5749,,,0.9977995753288269
14,,5799,,,1.0303735733032227
14,,5849,,,1.0079196691513062
14,,5849,0.7936999797821045,0.7314903736114502,
15,,5899,,,0.8741832971572876
15,,5949,,,0.9647542238235474
15,,5999,,,0.9448279738426208
15,,6049,,,0.8370833396911621
15,,6099,,,1.0751423835754395
15,,6149,,,1.04481840133667
15,,6199,,,1.2033681869506836
